"Data Year","ID","Property Name","Address","ZIP Code","Community Area","Primary Property Type","Gross Floor Area - Buildings (sq ft)","Year Built","# of Buildings","ENERGY STAR Score","Electricity Use (kBtu)","Natural Gas Use (kBtu)","District Steam Use (kBtu)","District Chilled Water Use (kBtu)","All Other Fuel Use (kBtu)","Site EUI (kBtu/sq ft)","Source EUI (kBtu/sq ft)","Weather Normalized Site EUI (kBtu/sq ft)","Weather Normalized Source EUI (kBtu/sq ft)","Total GHG Emissions (Metric Tons CO2e)","GHG Intensity (kg CO2e/sq ft)","Latitude","Longitude","Location"
"2016","251699","Davis-CPS","3014 W 39th Place","60632","BRIGHTON PARK","K-12 School","121,557","1905","1","42","3,862,462.5","7,698,917.5",,,,"95.1","166.3","105.2","176.9","1,120.9","9.2","41.82219785","-87.70030591","POINT (-87.70030591 41.82219785)"
"2016","173612","Bell Federal Building","79 W. Monroe","60603","LOOP","Office","198,650","1904","1","41","17,926,753.8",,,"5,281,061.8",,"116.8","309.9","120.6","327.2","3,582.6","18","41.88067281","-87.63053977","POINT (-87.63053977 41.88067281)"
"2016","237018","Museum Park Lofts","125 East 13th Street","60605","NEAR SOUTH SIDE","Multifamily Housing","210,953","2004","1","100","3,176,145.5","7,918,873",,,,"52.6","86.7","56","88.9","1,006","4.8","41.86555202","-87.62305024","POINT (-87.62305024 41.86555202)"
"2016","172900","Victory Centre of Galewood","2370 N Newcastle Ave","60607","MONTCLARE","Senior Care Community","78,317","2009","1","38","2,975,769","2,908,399.7",,,,"75.1","158.3","77.6","158.6","703","9","41.92313292","-87.79709824","POINT (-87.79709824 41.92313292)"
"2016","254226","Oakdale Terrace","525 W. Oakdale Ave.","60657","Lake View","Multifamily Housing","60,636","1971","1","47","1,538,013.6","5,584,600.2",,,,"117.5","176.4","123.5","180.3","580.1","9.6","41.8842525","-87.63245","POINT (-87.63245 41.8842525)"
"2016","103611","Clark-Adams","105 W. Adams","60603","LOOP","Office","490,273","1927","1","71","23,675,902.1","29,034,790.9",,,,"107.5","213.8","114.3","220.1","5,906.1","12","41.879395","-87.630986","POINT (-87.630986 41.879395)"
"2016","106819","Kenwood Acad-CPS","5015 S Blackstone Ave","60615","KENWOOD","K-12 School","272,432","1969","1","11","11,635,001.9","24,596,660.4",,,,"133","228.9","128.2","223.8","3,451","12.7","41.80364987","-87.59046674","POINT (-87.59046674 41.80364987)"
"2016","250138","Provident Hospital","500 E. 51st St.","60615","GRAND BOULEVARD","Hospital (General Medical & Surgical)","373,995","1981","2","3","39,117,488.2","62,607,603.3",,,,"272","504.2","288.8","518.6","10,535.6","28.2","41.802169","-87.613988","POINT (-87.613988 41.802169)"
"2016","158743","Buena Pointe Condominium Association","4350 N Broadway","60613","UPTOWN","Multifamily Housing","149,524","2004","1","17","5,436,629.6","6,625,430.9",,,,"80.7","160.7","83.5","161.9","1,354","9.1","41.96138688","-87.65532001","POINT (-87.65532001 41.96138688)"
"2016","254169","DiNobili Hall-ID#254169","6350 N Kenmore Ave","60626","Edgewater","Residence Hall/Dormitory","73,000","2013","1","24","3,823,565.7","7,038,500.3",,,,"148.8","265.7","159.5","276.9","1,078.6","14.8","41.99790804","-87.65720115","POINT (-87.65720115 41.99790804)"
"2016","173868","1055 W Granville","1055 W. Granville Ave","60660","EDGEWATER","Multifamily Housing","80,600","1929","1","80","1,594,836.7","6,013,361.3",,,,"94.4","140.5","99","144.5","613.4","7.6","41.99090057","-87.66660744","POINT (-87.66660744 41.99090057)"
"2016","119349","Pete's Pulaski","4343 S. Pulaski","60632","ARCHER HEIGHTS","Supermarket/Grocery Store","56,000","2003","1","40","10,263,429.1","7,547,999.6",,,,"318.1","717","322.1","716.5","2,292.7","40.9","41.8138411","-87.72238849","POINT (-87.72238849 41.8138411)"
"2016","119128","440 North Wells Street","440 North Wells Street","60611","NEAR NORTH SIDE","Office","112,671","1905","1","79","4,919,916.3","4,186,738.5",,,,"80.8","176.1","85","178.9","1,129.2","10","41.8902394","-87.63405731","POINT (-87.63405731 41.8902394)"
"2016","250148","8 S. Michigan Ave","8 S. Michigan Ave","60606","LOOP","Office","180,547","1929","1","80","7,510,313.6","9,236,667.2",,,,"92.8","184.3","99.9","189.6","1,874.9","10.4","41.881742","-87.624515","POINT (-87.624515 41.881742)"
"2016","260034","Algonquin #5","1617 E. 50th Street","60615","KENWOOD","Multifamily Housing","59,310","1950","1","29","1,218,848.3","5,501,499.7",,,,"113.3","161.9","124.3","173.4","516.9","8.7","41.80224043","-87.60332678","POINT (-87.60332678 41.80224043)"
"2016","131375","BAI Century, LLC","2828 N. Clark St.","60657","LAKE VIEW","Enclosed Mall","174,386","1925","1",,"14,609,211.6","6,115,165.2",,,,"118.8","299.9","122.7","303.9","3,017.6","17.3","41.93377119","-87.64632294","POINT (-87.64632294 41.93377119)"
"2016","115956","Barton Senior Residences of Chicago","1245 South Wood Street","60608","NEAR WEST SIDE","Senior Care Community","83,674","2001","1","49","2,238,388","6,342,199.7",,,,"102.5","163.6","110.8","172.2","749.4","9","41.84915346","-87.67089596","POINT (-87.67089596 41.84915346)"
"2016","254162","Mertz Hall - CFSU-ID# 254162","1125 W Loyola Ave","60626","Rogers Park","Residence Hall/Dormitory","255,286","1962","2",,"8,488,377","9,010,569.6",,,,"68.5","141.5","68.5","141.5","2,043.2","8","42.0015174","-87.65906","POINT (-87.65906 42.0015174)"
"2016","113540","One East Schiller Condominium Association","1 E Schiller Street","60610","NEAR NORTH SIDE","Multifamily Housing","161,500","1964","1","34","7,208,573.3","1,151,431.7",,,,"51.8","147.6","55.2","157.9","1,389.9","8.6","41.9037528","-87.63558845","POINT (-87.63558845 41.9037528)"
"2016","114191","232 E Walton Condominium Association","232 E Walton","60611","NEAR NORTH SIDE","Multifamily Housing","105,000","1930","1","96","1,543,886.7","4,008,213.5",,,,"52.9","86.3","57.5","90.3","497.5","4.7","41.89579275","-87.62247957","POINT (-87.62247957 41.89579275)"
"2016","252018","5000 Marine Drive Corporation","5000 N. Marine Dr.","60640","UPTOWN","Multifamily Housing","121,500","1925","1","47","1,683,849.3","9,721,693.1",,,,"93.9","127.5","104.6","138.8","826.7","6.8","41.97365849","-87.65167791","POINT (-87.65167791 41.97365849)"
"2016","120030","Claretian Missionaries Service","205 W. Monroe","60606","LOOP","Worship Facility","108,561","1898","1","18","2,401,709.5","6,761,014.6",,,,"84.4","134.9","92.6","143.5","801.8","7.4","41.88065299","-87.63412025","POINT (-87.63412025 41.88065299)"
"2016","113602","Twelve Nine Astor Building Corporation","1209 North Astor Street","60610","NEAR NORTH SIDE","Multifamily Housing","97,000","1925","1","73","1,290,660.7","6,496,734.9",,,,"80.3","112.1","87.3","117.4","583","6","41.9037528","-87.63558845","POINT (-87.63558845 41.9037528)"
"2016","251395","Mcclellan El-CPS","3527 S Wallace St","60609","BRIDGEPORT","K-12 School","58,108","1883","1","46","1,264,795.6","4,123,667.4",,,,"92.7","142.9","103.9","154.6","452.2","7.8","41.83035712","-87.64086107","POINT (-87.64086107 41.83035712)"
"2016","105488","5600 N. Sheridan","5600 N. Sheridan","60660","EDGEWATER","Multifamily Housing","99,673","1963","1",,"2,687,475.4","11,037,347.1",,,,"137.7","200.9","145.7","207.9","1,081.6","10.9","41.99090057","-87.66660744","POINT (-87.66660744 41.99090057)"
"2016","159639","00806-Brookdale Lake Shore Drive","2960 North Lake Shore Drive","60657","LAKE VIEW","Multifamily Housing","436,435","1988","1","18","13,521,844.7","26,019,999.1",,,,"90.6","159.9","95.9","164.1","3,874.4","8.9","41.93596163","-87.63736893","POINT (-87.63736893 41.93596163)"
"2016","250088","Harry J. Schneider Apartments","1750 W. Peterson Ave","60660","EDGEWATER","Multifamily Housing","111,293","1977","1","57","2,877,946.9","7,742,729.2",,,,"95.4","154.2","99.5","158.5","941.7","8.5","41.99125997","-87.67384081","POINT (-87.67384081 41.99125997)"
"2016","148673","Teresa Roldan Apartment on Paseo Boricua","2501-2511 W Division","60622","WEST TOWN","Multifamily Housing","52,240","2005","1",,"1,750,234.9","3,136,362.6",,,,"93.5","166.8","101.5","175.2","482.6","9.2","41.90225377","-87.68447845","POINT (-87.68447845 41.90225377)"
"2016","101878","200 West Jackson Boulevard Building","200 West Jackson Blvd.","60606","LOOP","Office","545,162","1971","1","90","14,330,157.7","21,555,024.9",,"9,269,000",,"82.8","141.1","86.1","144.5","4,274.7","7.8","41.87843672","-87.63410024","POINT (-87.63410024 41.87843672)"
"2016","130726","768 West Jackson, LLC","768 W. Jackson Blvd.","60661","NEAR WEST SIDE","Multifamily Housing","56,000","1885","1","74","1,832,308.8","2,113,411.2",,,,"70.5","142.4","74.5","146.6","450","8","41.87826383","-87.64674826","POINT (-87.64674826 41.87826383)"
"2016","251591","Chopin Eleme-CPS","2450 W Rice St","60622","WEST TOWN","K-12 School","96,895","1917","1","68","1,699,742.4","5,268,491.4",,,,"71.9","112.2","80.9","122.3","593.1","6.1","41.8971019","-87.68854703","POINT (-87.68854703 41.8971019)"
"2016","105604","Grenada","525 W Arlington Pl","60614","LINCOLN PARK","Multifamily Housing","70,000","1919","1",,"1,150,272.9",,,,,,,,,,,"41.92201051","-87.65461957","POINT (-87.65461957 41.92201051)"
"2016","251520","Palmer Eleme-CPS","5501 N Kenneth Ave","60630","ALBANY PARK","K-12 School","91,342","1926","1","72","1,830,947.8","3,917,941.3",,,,"62.9","108","68.2","113.5","545.6","6","41.968167","-87.739169","POINT (-87.739169 41.968167)"
"2016","165328","2750 W Roosevelt Rd","2750 W Roosevelt Rd","60608","NORTH LAWNDALE","Residence Hall/Dormitory","121,626","2006","1","69","6,030,925","65,078.7",,,,"50.1","156.3",,,"1,115.1","9.2","41.86684596","-87.69530763","POINT (-87.69530763 41.86684596)"
"2016","251693","MckayFrancis-CPS","6929 S Fairfield","60629","CHICAGO LAWN","K-12 School","128,128","1928","1","9","6,492,742.6","6,875,451.6",,,,"104.3","215.5","111.2","219.8","1,561.9","12.2","41.76761622","-87.69134558","POINT (-87.69134558 41.76761622)"
"2016","117159","Harmony Nursing and Rehabilitation","3919 W. Foster Ave.","60625","ALBANY PARK","Residential Care Facility","64,664","1988","1",,"4,298,778.8","6,866,540",,,,"172.7","320.2","175.1","318.3","1,157.1","17.9","41.97208235","-87.70234945","POINT (-87.70234945 41.97208235)"
"2016","228455","Hemingway House Condominium Association","1850 N. Clark Street","60614","LINCOLN PARK","Multifamily Housing","192,100","1969","1","21","8,602,740.4","19,739,828.2",,,,"147.5","248.5","159.4","260.9","2,634.1","13.7","41.91645312","-87.63490931","POINT (-87.63490931 41.91645312)"
"2016","101954","Garland Building","111 N. Wabash Avenue","60602","LOOP","Office","259,000","1914","1","46","17,614,160","14,691,000",,,,"124.7","273.1","124.4","270","4,027","15.5","41.88357029","-87.62621336","POINT (-87.62621336 41.88357029)"
"2016","251604","Revere Eleme-CPS","1010 E 72ND ST","60619","GREATER GRAND CROSSING","K-12 School","80,820","1903","1","42","2,322,635.4","5,286,166.7",,,,"94.1","158.9","104.4","169.6","708.9","8.8","41.76457079","-87.60030731","POINT (-87.60030731 41.76457079)"
"2016","158739","Pensacola","4334 N Hazel St","60613","UPTOWN","Multifamily Housing","444,928","1981","1","10","22,328,216.7","3,389,698.8",,,,"57.8","165.6","61.6","177.2","4,295.6","9.7","41.96130142","-87.65304005","POINT (-87.65304005 41.96130142)"
"2016","244282","600 N Fairbanks Condo Association","600 N Fairbanks Ct. #1302","60611","NEAR NORTH SIDE","Multifamily Housing","379,492","2007","1","39","13,075,155.9","13,453,964.4",,,,"69.9","145.4","74.7","151.6","3,124.6","8.2","41.8928179","-87.62070699","POINT (-87.62070699 41.8928179)"
"2016","159423","Resubmit 2017 - 3601 S Lake Park","3625 S. Lake Park","60653","OAKLAND","Multifamily Housing","143,010","1973","5","100","1,178,339.3",,,,,"8.2","25.9","8.4","26.4","217.9","1.5","41.82947934","-87.60649991","POINT (-87.60649991 41.82947934)"
"2016","161147","72 E 11th St","72 E 11th St","606051996","LOOP","College/University","66,796","1927","1",,"2,337,965.9","2,466,085.8",,,,"71.9","148.7","78.4","156","561.9","8.4","41.86954547","-87.62508911","POINT (-87.62508911 41.86954547)"
"2016","158842","Flanner Hall-ID# 158842","1068 W Sheridan Rd","60626","ROGERS PARK","Mixed Use Property","64,407","1976","1",,"6,427,737.1","4,622,811.8",,,,"171.6","388.7","179.5","397","1,430.3","22.2","41.99827699","-87.65806949","POINT (-87.65806949 41.99827699)"
"2016","120137","#1950 Chicago South Loop","1300 S Clinton St","60607","NEAR WEST SIDE","Retail Store","106,207","2007","1","27","11,169,250.2","247,170.1",,,,"107.5","332.7","109.2","336.8","2,071.9","19.5","41.864762","-87.64065","POINT (-87.64065 41.864762)"
"2016","160300","750 N. Rush","750 N. Rush","60611","NEAR NORTH SIDE","Multifamily Housing","325,000","1992","1","47","8,470,573.2","15,485,804.3",,,,"73.7","131.9","73.2","130.4","2,383.8","7.3","41.89632","-87.625538","POINT (-87.625538 41.89632)"
"2016","117174","Mayfair Commons","4444 W. Lawrence Ave.","60630","ALBANY PARK","Multifamily Housing","82,896","1997","1","70","1,646,743.8","5,823,902.7",,,,"90.1","136.1","95.9","141","612.9","7.4","41.97200414","-87.75756578","POINT (-87.75756578 41.97200414)"
"2016","119387","1747 W. Roosevelt","1747 W. Roosevelt","60608","NEAR WEST SIDE","Office","155,174","2004","1","71","6,887,998.9","8,692,785.3",,,,"100.4","198.2","100.4","198.2","1,448.1","9.3","41.86639313","-87.67065806","POINT (-87.67065806 41.86639313)"
"2016","172306","Kingsbaker Court Building, LLC","910 W. Van Buren #301","60607","NEAR WEST SIDE","Office","77,000","1904","1","85","3,551,383.6","63,974",,,,"47","145.7","49.7","154.2","658","8.5","41.87685357","-87.64987929","POINT (-87.64987929 41.87685357)"
"2016","158873","Cloisters","5801-11 S. Dorchester Ave.","60637","HYDE PARK","Multifamily Housing","191,459","1928","1","100","1,819,249.1","13,455.9",,,,"9.6","29.9","9.6","29.9","336","1.8","41.78926257","-87.59119396","POINT (-87.59119396 41.78926257)"
"2016","251704","ArmstrongInt-CPS","2110 W Greenleaf Ave","60645","WEST RIDGE","K-12 School","147,016","1912","1","26","6,210,805.6","6,169,359.6",,,,"84.2","176.7","88.8","181.6","1,472.5","10","42.01059222","-87.68459629","POINT (-87.68459629 42.01059222)"
"2016","137157","LZ Products","2121 W 21st Street","60608","LOWER WEST SIDE","Wholesale Club/Supercenter","72,000","1900","1","93","609,212.6","877,948.2",,,,"20.7","39.4","22.3","41.1","158.9","2.2","41.85370711","-87.67932199","POINT (-87.67932199 41.85370711)"
"2016","252333","MORNINGSIDE COURT APARTMENTS","1250 W. MORSE AVE.","60626","ROGERS PARK","Multifamily Housing","137,853","1982","1","30","3,410,512.4","11,350,507.6",,,,"107.1","164.1","114.3","169.6","1,231.5","8.9","42.00798772","-87.66357062","POINT (-87.66357062 42.00798772)"
"2016","252029","La Plaza Hubbard 1812, LLC","1812-1840 Hubbard Street","60622","WEST TOWN","Mixed Use Property","121,463","1914","1",,"1,852,849.1","4,337,400",,,,"51","85.4","54.3","87.7","571.9","4.7","41.89019137","-87.67286192","POINT (-87.67286192 41.89019137)"
"2016","130168","Garfield Park Behavioral Hospital","520 N. Ridgeway","60624","HUMBOLDT PARK","Other - Specialty Hospital","53,446","1964","1",,,,,,,,,,,,,"41.89051346","-87.72017723","POINT (-87.72017723 41.89051346)"
"2016","251643","West Park Ac-CPS","1425 N TRIPP AVE","60651","HUMBOLDT PARK","K-12 School","81,350","1996","1","15","3,386,433.5","3,478,375.8",,,,"84.4","175.6","90.2","180.6","808.9","9.9","41.90686643","-87.73217473","POINT (-87.73217473 41.90686643)"
"2016","251343","3180 Condominium Association","3180 N Lake Shore Dr.","60657","LAKE VIEW","Multifamily Housing","313,704","1954","1","49","7,090,497.7","22,005,792.7",,,,"92.8","144.6","99.3","149.2","2,475.8","7.9","41.93904206","-87.63916169","POINT (-87.63916169 41.93904206)"
"2016","102160","Block 37","108 N. State Street","60602","LOOP","Multifamily Housing","1,019,380","2009","1",,"50,478,049.2","9,190,839.6",,,,"58.5","165","58.5","165","9,792.3","9.6","41.88349","-87.62793","POINT (-87.62793 41.88349)"
"2016","102803","235-Senior Suites of New City","4845 S. Western Avenue","60609","NEW CITY","Senior Care Community","89,556","2004","1","46","2,716,938.1","5,056,700.1",,,,"86.8","154.5","91.9","158.7","769.4","8.6","41.81195152","-87.65512794","POINT (-87.65512794 41.81195152)"
"2016","252299","Reside on Roscoe","532 West Roscoe Street","60657","LAKE VIEW","Multifamily Housing","54,370","1971","1","90","986,296.6","2,627,700.1",,,,"66.5","107.7","71.8","113.3","321.4","5.9","41.94332422","-87.64331894","POINT (-87.64331894 41.94332422)"
"2016","156696","Film Exchange Lofts Condominium Association","1307 S Wabash","60605","NEAR SOUTH SIDE","Multifamily Housing","125,000","1929","1","99","1,958,184.3","3,625,063.1",,,,"44.7","79.6","46.6","80.8","553.5","4.4","41.86863212","-87.62730687","POINT (-87.62730687 41.86863212)"
"2016","105339","Catherine Courts Condominium Association of Chicago (5306 N Cumberland Ave)","5306 N. Cumberland Ave.","60656","OHARE","Multifamily Housing","102,580","1960","1","99","787,854.7","4,729,449.4",,,,"53.8","72.5","56.5","74.5","396.4","3.9","41.97087009","-87.79892589","POINT (-87.79892589 41.97087009)"
"2016","175450","Goodman Theatre","56-60 W. Randolph St.","60601","LOOP","Office","50,913","2000","1",,"3,237,029.2","8,853,700.3",,,,"237.5","382.2","246.7","391.9","1,066.9","21","41.88448158","-87.62973023","POINT (-87.62973023 41.88448158)"
"2016","251760","Walsh John-CPS","2031 S PEORIA ST","60608","LOWER WEST SIDE","K-12 School","73,288","1992","1","49","2,880,107.8","2,414,001.2",,,,"72.2","158","76.4","162.4","659.1","9","41.85437796","-87.64784268","POINT (-87.64784268 41.85437796)"
"2016","173770","Broadway at Surf","2828-2868 N. Broadway","60657","LAKE VIEW","Other - Mall","137,065","1998","1",,"8,855,757.3",,,,,"64.6","202.9","64.6","202.9","1,632.3","11.9","41.93421143","-87.64475371","POINT (-87.64475371 41.93421143)"
"2016","102409","Senn Achieve-CPS","5900 N GLENWOOD AVE","60660","EDGEWATER","K-12 School","291,204","1912","1","30","13,483,016.2","24,050,154.5",,,,"128.9","232.1","138","241.7","3,762.6","12.9","41.98901511","-87.66668203","POINT (-87.66668203 41.98901511)"
"2016","252292","HRTL - Hollywood House: 5700 N Sheridan Rd","5700 North Sheridan Road","60660","EDGEWATER","Multifamily Housing","150,463","1946","1","23","5,016,052.9","10,136,336.1",,,,"100.7","175.4","104.6","176.6","1,463","9.7","41.98584983","-87.65524764","POINT (-87.65524764 41.98584983)"
"2016","114861","The Narragansett","1640 E. 50th","60615","KENWOOD","Multifamily Housing","127,096","1930","1","11","3,484,191.1","10,480,766",,,,"109.9","172.7","118.5","181.8","1,198.9","9.4","41.80224043","-87.60332678","POINT (-87.60332678 41.80224043)"
"2016","251270","(IL096) - 15th Place Condo","811 and 833 W 15th Place","60608","NEAR WEST SIDE","Multifamily Housing","239,467","2003","2","92","5,557,486.1","8,807,436.4",,,,"60","111.5","63.3","114.9","1,492.2","6.2","41.86079524","-87.64835981","POINT (-87.64835981 41.86079524)"
"2016","251657","Locke Elemen-CPS","2845 N Newcastle Ave","60634","MONTCLARE","K-12 School","112,000","1927","1","68","3,371,519.3","4,415,476.2",,,,"69.5","135.9","74.4","141.9","856","7.6","41.9321161","-87.79631882","POINT (-87.79631882 41.9321161)"
"2016","105697","Dearborn Plaza","1030 n Dearborn st","60610","NEAR NORTH SIDE","Multifamily Housing","79,152","1929","1","83","1,795,957.4","7,555,771.9",,,,"118.1","171.5","126.4","178.9","732.4","9.3","41.9037528","-87.63558845","POINT (-87.63558845 41.9037528)"
"2016","100631","Hubbard High-CPS","6200 S Hamlin Ave","60629","WEST LAWN","K-12 School","218,200","1929","1","74","4,264,283.5","9,480,781.4",,,,"63","107","69.6","114","1,289.6","5.9","41.77984105","-87.71918715","POINT (-87.71918715 41.77984105)"
"2016","175954","Walmart Supercenter #01-5617","4626 W. Diversey Ave.","60639","HERMOSA","Wholesale Club/Supercenter","116,720","2013","1","55","9,241,326.9","7,213,741",,,,"141","313.5","147.3","317.4","2,086.5","17.9","41.93162246","-87.74256249","POINT (-87.74256249 41.93162246)"
"2016","251954","Gilman Smith","5835 S. Drexel Ave.","60637","HYDE PARK","Laboratory","143,899","1953","1",,"4,958,502.6",,"14,817,540.4",,,"137.4","232.1","144.3","240.4","1,897.8","13.2","41.781317","-87.604346","POINT (-87.604346 41.781317)"
"2016","106000","HRTL - Harvest Commons: 1519 W Warren Blvd","1519 West Warren Boulevard","60607","NEAR WEST SIDE","Multifamily Housing","51,628","2013","1","74","1,809,209.2","1,638,341",,,,"66.8","143.4","69.1","145.3","420.5","8.1","41.87399385","-87.651678","POINT (-87.651678 41.87399385)"
"2016","244593","111 E Chestnut Condominium Association","111 E. Chestnut","60611","NEAR NORTH SIDE","Multifamily Housing","588,000","1970","1","34","23,773,574","10,650,466.8",,,,"58.5","146","61.4","152.8","4,947.7","8.4","41.89798276","-87.62522385","POINT (-87.62522385 41.89798276)"
"2016","103655","Stein Place","5825 S. Dorchester","60637","HYDE PARK","Multifamily Housing","81,561","1966","1","36","1,673,028.5",,"5,035,885.6",,,"82.3","138.7","89.6","147.5","642.7","7.9","41.78046327","-87.6053081","POINT (-87.6053081 41.78046327)"
"2016","175454","Signature Residences Condominium Association","207 East 31st Street","60616-5183","DOUGLAS","Multifamily Housing","51,375","2008","1","93","919,807","1,520,429.4",,,,"47.5","87.3","50.5","90.2","250.3","4.9","41.84550365","-87.63055693","POINT (-87.63055693 41.84550365)"
"2016","101980","Harold Washington College","30 East Lake Street","60601","LOOP","College/University","345,300","1983","1",,"17,096,682.4","1,053,706.9",,,,"52.6","158.7","53.8","161.4","3,217.1","9.3","41.88606565","-87.62685764","POINT (-87.62685764 41.88606565)"
"2016","175882","epk","5220 S. Pulaski Rd.","60632","WEST ELSDON","Other - Mall","61,159","1985","1",,"4,835,046.3","12,879.4",,,,"79.3","248.5","77.9","244.1","891.9","14.6","41.79805456","-87.72509155","POINT (-87.72509155 41.79805456)"
"2016","251376","Ashburn Comm-CPS","8300 S St Louis Ave","60652","ASHBURN","K-12 School","58,580","1953","1","59","999,112.1","2,993,127.1",,,,"68.2","107.2","75.5","115","343.1","5.9","41.7418994","-87.70981348","POINT (-87.70981348 41.7418994)"
"2016","102854","Hyde Park West Apartments","5325 S. Cottage Grove Ave","60615","HYDE PARK","Multifamily Housing","146,499","1968","5",,"1,605,588.3","18,151,376.1",,,,"134.9","164.5","146.3","176.5","1,260.1","8.6","41.80224043","-87.60332678","POINT (-87.60332678 41.80224043)"
"2016","173719","Francis W Parker School","330 W Webster Ave","60614","LINCOLN PARK","K-12 School","233,000","2000","2","9","13,845,872.1","10,786,199.8",,,,"105.7","235.2","110.6","237.7","3,125","13.4","41.92314564","-87.63734144","POINT (-87.63734144 41.92314564)"
"2016","241989","30 East Elm Condominium Association","30 E Elm St","60611","NEAR NORTH SIDE","Multifamily Housing","102,100","1958","1","28","2,526,894.8","9,459,331.3",,,,"117.4","175","128.2","183.2","968.2","9.5","41.90322796","-87.62742084","POINT (-87.62742084 41.90322796)"
"2016","252126","08270 - Ford City 14","7601 South Cicero Avenue","60652","WEST LAWN","Movie Theater","72,545","1990","1",,"7,601,755.2","5,015,199.9",,,,"173.9","401.6","180.4","403","1,667.5","23","41.75582921","-87.73699268","POINT (-87.73699268 41.75582921)"
"2016","101784","Auditorium Building","430 S. Michigan Ave","60605","LOOP","College/University","598,474","1889","1",,"22,315,414.9","12,693,355.9",,,,"58.5","139.4","61.8","143.3","4,787.4","8","41.87603287","-87.62519066","POINT (-87.62519066 41.87603287)"
"2016","251535","U Of Chicago-CPS","707 E 37TH ST","60653","OAKLAND","K-12 School","74,828","1990","1","27","2,498,435.6","5,382,297.4",,,,"105.3","180.4","115","190.5","746.4","10","41.82748182","-87.60830918","POINT (-87.60830918 41.82748182)"
"2016","233760","Park Newberry","55 W. Delaware Place","60610","NEAR NORTH SIDE","Multifamily Housing","260,055","1995","1","5","10,945,648.2","22,012,325.7",,,,"126.7","221","136.2","229.8","3,186.7","12.3","41.89821936","-87.63056762","POINT (-87.63056762 41.89821936)"
"2016","159417","Lake Meadows 8","401 E. 32nd Street","60616","DOUGLAS","Multifamily Housing","303,979","1956","1","37","2,482,605.3","38,658,138",,,,"135.3","159.2","150.6","175.2","2,510.9","8.3","41.8363952","-87.61619714","POINT (-87.61619714 41.8363952)"
"2016","158640","(IL278)-2000 N. Lincoln Park West","2000 N. Lincoln Park West; 2052 N. Lincoln Park West","60614","LINCOLN PARK","Multifamily Housing","263,000","1930","1","18","5,070,235.4","24,763,228.2",,,,"113.4","159.4","113.4","159.4","2,249.8","8.6","41.91944034","-87.63637786","POINT (-87.63637786 41.91944034)"
"2016","243057","El Lago Condominium Association","6157 N. Sheridan Rd","60660","EDGEWATER","Multifamily Housing","295,050","1959","1","30","6,305,928.7","24,058,266.2",,,,"102.9","152.7","111","159","2,440.2","8.3","41.99407784","-87.65485857","POINT (-87.65485857 41.99407784)"
"2016","105938","Harper Court","5235 S Harper Court","60615","HYDE PARK","Office","231,240","2013","1","68","18,031,949.1","4,670,011.2",,,,"98.2","266.1","101.2","269.2","3,571.7","15.4","41.80012","-87.589053","POINT (-87.589053 41.80012)"
"2016","101751","7500 SSD LLC","7500 S South Shore Drive","60649","SOUTH SHORE","Multifamily Housing","50,000","1920","1","84","419,734","6,617,535.7",,,,"140.7","165.3",,,"428.9","8.6","41.76259226","-87.57231648","POINT (-87.57231648 41.76259226)"
"2016","174221","025110 - Stony Island Plaza","1617-1754 E 95th St","60617","SOUTH DEERING","Strip Mall","189,931","1999","8",,"19,980,661.8","58,266.8",,,,"105.5","330.6","104.3","326.7","3,686","19.4","41.7212352","-87.58427361","POINT (-87.58427361 41.7212352)"
"2016","107850","300 West Adams","300 West Adams","60606","LOOP","Office","289,000","1926","1","91","11,502,418.4","6,470,986.5",,,,"62.2","148.5","61.4","146","2,463.8","8.5","41.87969438","-87.63568353","POINT (-87.63568353 41.87969438)"
"2016","260184","Hampden Green Condominium Association","2728 N Hampden Court","60614","LINCOLN PARK","Multifamily Housing","140,000","1970","1","22","3,480,335.5","15,273,500.2",,,,"134","192.6","130.3","188.8","1,452.7","10.4","41.92201051","-87.65461957","POINT (-87.65461957 41.92201051)"
"2016","117167","Moogoong Terrace","4848 N. Kedzie Ave","60625","ALBANY PARK","Multifamily Housing","55,125","1983","1","54","1,909,000.4","1,940,136.5",,,,"69.8","145.7","73.7","153.5","454.9","8.3","41.97208235","-87.70234945","POINT (-87.70234945 41.97208235)"
"2016","250073","Julia C Lathrop Homes","2000 W. DIVERSEY AVE","60647","NORTH CENTER","Multifamily Housing","814,078","1938","33","100","6,425,372.6","2,021,984",,,,"10.4","27.4","10.4","27.4","1,291.7","1.6","41.932298","-87.678991","POINT (-87.678991 41.932298)"
"2016","101801","Michigan Plaza","205/225 N Michigan Ave","60601","LOOP","Office","2,059,714","1981","1","81","118,455,018.2","211,427.7",,,,"57.6","180.7","58.7","184","21,845","10.6","41.88603179","-87.62354823","POINT (-87.62354823 41.88603179)"
"2016","252080","400 West Ontario Condominium Association","400 W. Ontario St.","60654","NEAR NORTH SIDE","Multifamily Housing","176,603","1999","1","68","4,644,779.5","7,887,067.2",,,,"71","129.5","73.6","128.3","1,275.1","7.2","41.89336089","-87.63899223","POINT (-87.63899223 41.89336089)"
