"Data Year","ID","Property Name","Address","ZIP Code","Community Area","Primary Property Type","Gross Floor Area - Buildings (sq ft)","Year Built","# of Buildings","ENERGY STAR Score","Electricity Use (kBtu)","Natural Gas Use (kBtu)","District Steam Use (kBtu)","District Chilled Water Use (kBtu)","All Other Fuel Use (kBtu)","Site EUI (kBtu/sq ft)","Source EUI (kBtu/sq ft)","Weather Normalized Site EUI (kBtu/sq ft)","Weather Normalized Source EUI (kBtu/sq ft)","Total GHG Emissions (Metric Tons CO2e)","GHG Intensity (kg CO2e/sq ft)","Latitude","Longitude","Location"
"2016","101999","1415 Lunt Condominium Association","1415 W Lunt Ave","60626","ROGERS PARK","Multifamily Housing","51,264","2005","1","83","822,312.5","2,544,787.9",,,,"65.7","102.5","68.5","104","286.7","5.6","42.01036185","-87.66829765","POINT (-87.66829765 42.01036185)"
"2016","243246","Eliot House Condominium Association","1255 N Sandburg Terrace","60610","NEAR NORTH SIDE","Multifamily Housing","313,462","1965","1","20","8,620,465.8","27,282,258.8",,,,"114.5","177.7","124.3","184.1","3,038","9.7","41.90540203","-87.63189208","POINT (-87.63189208 41.90540203)"
"2016","101507","5148 N Kedzie Ave","5148 N Kedzie Ave","60625","NORTH PARK","College/University","113,740","1958","1",,"4,120,321","12,082,701.8",,,,"142.5","225.3","153.9","237.4","1,401.2","12.3","41.97507877","-87.70870589","POINT (-87.70870589 41.97507877)"
"2016","101958","17 N. State LLC","17 N. State Street","60602","LOOP","Office","409,072","1914","1","88","15,281,310.8","10,707,103",,,,"63.5","144.8","67.2","147.2","3,385.4","8.3","41.8825726","-87.6277938","POINT (-87.6277938 41.8825726)"
"2016","175683","03176-Ashland & 95th St","9400 S. Ashland Ave","60620","WASHINGTON HEIGHTS","Supermarket/Grocery Store","66,467","1991","1","56","10,511,280.2","4,632,700.1",,,,"227.8","569.8","233.8","571.8","2,183.5","32.9","41.7228","-87.662758","POINT (-87.662758 41.7228)"
"2016","101708","233 North Michigan Avenue","233 North Michigan Avenue","60601","LOOP","Office","1,215,747","1972","1","75","55,526,273.8","47,619,077.8",,,,"84.8","184.5","88.1","186.3","12,763.9","10.5","41.8869574","-87.62305507","POINT (-87.62305507 41.8869574)"
"2016","125235","8527-Ukrainian Village","2021 W Chicago Ave","60622","WEST TOWN","Supermarket/Grocery Store","54,963","2013","1","75","7,588,833.9","8,842,600.5",,,,"299","602.5","313.6","617.9","1,868.5","34","41.89552589","-87.67837795","POINT (-87.67837795 41.89552589)"
"2016","242510","The Residences at Joffrey Tower Condo Association","8 E Randolph","60601","LOOP","Multifamily Housing","410,425","2008","1","30","13,177,420.4","20,795,739",,"12,138,264.1",,"112.4","183.6","113.5","184.9","4,173.1","10.2","41.88447107","-87.6276261","POINT (-87.6276261 41.88447107)"
"2016","161150","1104 S Wabash","1104 S Wabash","606051996","LOOP","College/University","166,094","1960","1",,"7,083,912.5","4,637,472.4",,,,"70.6","163.2","74.3","167.1","1,552","9.3","41.8690082","-87.62636383","POINT (-87.62636383 41.8690082)"
"2016","103643","180 North LaSalle","180 North LaSalle Street","60601","LOOP","Office","857,412","1972","1","83","31,543,684.1","30,037,553.6",,"23,586,207.1",,"99.3","179.8","101.4","182.1","8,652.6","10.1","41.88538772","-87.63289117","POINT (-87.63289117 41.88538772)"
"2016","251437","Spry Communi-CPS","2400 S MARSHALL BLVD","60623","SOUTH LAWNDALE","K-12 School","106,010","1889","1","74","2,495,857.5","2,892,053.1",,,,"50.8","102.6","55.8","108.5","613.6","5.8","41.84763372","-87.69981687","POINT (-87.69981687 41.84763372)"
"2016","114543","(IL509) - Parkshore Cooperative","1755-1765 E. 55th St.","60615","HYDE PARK","Multifamily Housing","186,905","1926","1","77","2,092,047.3","13,885,200.2",,,,"85.5","113.2","95.4","123.6","1,123.1","6","41.80224043","-87.60332678","POINT (-87.60332678 41.80224043)"
"2016","251252","1445 North State Parkway","1445 N. State Parkway","60610","NEAR NORTH SIDE","Multifamily Housing","252,076","1959","1","89","4,070,239.6","13,735,899.6",,,,"70.6","107.9","76.4","113.3","1,482.1","5.9","41.9091984","-87.62842589","POINT (-87.62842589 41.9091984)"
"2016","252078","UNO Soccer Academy High School","5025 S. St. Louis","60632","GAGE PARK","K-12 School","77,088","2013","1","64","3,734,973.1","2,957,421.6",,,,"86.8","192.4","90.2","193.9","845.5","11","41.80806486","-87.71097656","POINT (-87.71097656 41.80806486)"
"2016","117599","Keller Center","1307 E. 60th Street","60637","WOODLAWN","Residence Hall/Dormitory","121,453","1963","2",,"3,671,622.5","6,366","5,896,461.6",,,"78.8","153.4","81.8","154.6","1,068.6","8.8","41.78046327","-87.6053081","POINT (-87.6053081 41.78046327)"
"2016","159513","Atwater Apartments","355 East Ohio Street","60611","NEAR NORTH SIDE","Multifamily Housing","573,707","2008","1","1","45,098,997.1","7,874,776.3",,,,"92.3","261.2","95.6","271.4","8,731","15.2","41.89226498","-87.6181671","POINT (-87.6181671 41.89226498)"
"2016","110254","110 West Superior, LLC","110 W. Superior St.","60654","NEAR NORTH SIDE","Multifamily Housing","117,495","2009","1","14","4,551,546.6","6,059,147.4",,,,"90.3","175.8","94.3","175.5","1,160.8","9.9","41.89158015","-87.63783734","POINT (-87.63783734 41.89158015)"
"2016","242654","1660 N LaSalle CA","1660 N. LaSalle","60614","LINCOLN PARK","Multifamily Housing","477,220","1978","1","33","13,620,171.7","32,602,484.1",,,,"96.9","161.4","104.7","167.4","4,242.2","8.9","41.91255964","-87.63354558","POINT (-87.63354558 41.91255964)"
"2016","250105","Mary Jane Richardson-Jones Apartments","4930 S. LANGLEY AVE","60615","GRAND BOULEVARD","Multifamily Housing","149,900","1968","1","68","2,594,983","8,763,550.9",,,,"75.8","115.7","81","120.5","943.8","6.3","41.80520171","-87.60925164","POINT (-87.60925164 41.80520171)"
"2016","158422","600 Fulton Owner, LLC","600 West Fulton","60661","NEAR WEST SIDE","Office","236,216","1901","1","87","10,791,490.7",,,,,"45.7","143.5","45.7","143.5","1,989.1","8.4","41.88716166","-87.64324873","POINT (-87.64324873 41.88716166)"
"2016","251566","Beidler Elem-CPS","3151 W Walnut St","60612","EAST GARFIELD PARK","K-12 School","86,700","1959","1","61","2,449,881.2","3,538,257.3",,,,"69.1","131.6","73.7","135.6","639.5","7.4","41.88513103","-87.70531685","POINT (-87.70531685 41.88513103)"
"2016","114798","The Woodlawn Condominium Association","5042-5056 S. Woodlawn Ave.","60616","KENWOOD","Multifamily Housing","59,728","1908","1",,"334,884.4","3,025,161.3",,,,"56.3","70.8","62.6","76.7","222.4","3.7","41.80224043","-87.60332678","POINT (-87.60332678 41.80224043)"
"2016","117509","Hyde Park Shopping Center","1500-1554 E 55th St","60615","HYDE PARK","Strip Mall","103,000","1991","1",,"12,777,595.4","6,340,680.1",,,,"185.6","454.2","182.9","445.6","2,692","26.1","41.79553458","-87.58809331","POINT (-87.58809331 41.79553458)"
"2016","113933","Cranston Condo","6929-39 S. Cranston","60649","SOUTH SHORE","Multifamily Housing","111,239","1927","1","50","960,962.5","11,530,700.9",,,,"112.3","136","125.3","149.6","789.6","7.1","41.76259226","-87.57231648","POINT (-87.57231648 41.76259226)"
"2016","251860","Ogden Intl H-CPS","1250 W Erie St","60622","WEST TOWN","K-12 School","93,355","1957","1","78","1,900,335.6","3,912,375",,,,"62.3","107.9","68.6","114.6","558.1","6","41.89351801","-87.65846098","POINT (-87.65846098 41.89351801)"
"2016","122005","03170-Pulaski & 55th St","5320 S Pulaski","60632","WEST ELSDON","Supermarket/Grocery Store","71,923","1973","1","79","11,829,987.5","4,623,600.2",,,,"228.8","584","234.9","586","2,426.1","33.7","41.79586453","-87.72502577","POINT (-87.72502577 41.79586453)"
"2016","159740","Sunnyside Apartments","840 W. Sunnyside","60640","UPTOWN","Multifamily Housing","247,000","1970","1","96","1,780,668.2","10,009,348.5",,,,"47.7","65.2","51.3","68.9","859.9","3.5","41.96396119","-87.65181003","POINT (-87.65181003 41.96396119)"
"2016","251770","U.S. Cellular Plaza - 8420 _ Goby LLC","8420 W. Bryn Mawr Ave.","60631-3485","OHARE","Office","207,955","1982","1","70","11,216,195.9",,,,,"53.9","169.4","55.9","175.7","2,067.4","9.9","41.981133","-87.837845","POINT (-87.837845 41.981133)"
"2016","251457","Fernwood Ele-CPS","10041 S Union Ave","60628","WASHINGTON HEIGHTS","K-12 School","67,170","1901","1","75","1,284,185.7","2,076,972.8",,,,"50","92.5","55.2","97.9","347","5.2","41.71106181","-87.64020407","POINT (-87.64020407 41.71106181)"
"2016","251648","Spencer Elem-CPS","214 N LAVERGNE AVE","60644","AUSTIN","K-12 School","122,935","1927","1","64","3,692,913.4","5,961,593.3",,,,"78.5","145.2","86.2","155.9","997.3","8.1","41.88502852","-87.75075581","POINT (-87.75075581 41.88502852)"
"2016","157208","400 South Jefferson","400 South Jefferson Street","60607","NEAR WEST SIDE","Office","275,487","1946","1","98","7,565,236.5","5,594,211.5",,,,"47.8","107.6","48.7","107","1,691.6","6.1","41.87626348","-87.64310358","POINT (-87.64310358 41.87626348)"
"2016","253961","2545 Fitch Condominiums Association","2545 W. Fitch Ave.","60645","WEST RIDGE","Multifamily Housing","51,480","1950","1","90","174,936.7","4,325,718.8",,,,"87.4","98.9","92.9","104.3","262","5.1","42.00850734","-87.69466146","POINT (-87.69466146 42.00850734)"
"2016","250114","Zelda Ormes Apartments","116 W ELM ST","60610","NEAR NORTH SIDE","Multifamily Housing","159,276","1975","1","83","3,412,747.2","9,545,447.1",,,,"81.4","130.2","83.4","129","1,136","7.1","41.903163","-87.631828","POINT (-87.631828 41.903163)"
"2016","101727","500 West Madison","500 West Madison Street","60661","NEAR WEST SIDE","Office","1,855,810","1986","1","81","122,727,354",,,,,"66.1","207.7","68.4","214.9","22,621.2","12.2","41.88239806","-87.64047796","POINT (-87.64047796 41.88239806)"
"2016","251329","McCabe Hall","900 W. Belden","60614","LINCOLN PARK","College/University","58,406","1977","1",,"1,829,415.5","8,159,732.3",,,,"171","245","189.7","264.7","770.6","13.2","41.9239719","-87.65154782","POINT (-87.65154782 41.9239719)"
"2016","251480","Morton Eleme-CPS","431 N Troy St","60612","HUMBOLDT PARK","K-12 School","71,504","1967","1","79","2,065,864.7",,,,,"28.9","90.7","29.5","92.5","380.8","5.3","41.88926685","-87.70478609","POINT (-87.70478609 41.88926685)"
"2016","102585","Chicago State University Campus","9501 South Martin Luther King Drive","60628-1598","ROSELAND","College/University","1,170,487","1971","12",,"59,760,156.4","66,827,227",,,,"108.1","220.3","114.5","227","14,564.6","12.4","41.71825101","-87.61135684","POINT (-87.61135684 41.71825101)"
"2016","101557","777 State","2 East 8th St.","60605","LOOP","Multifamily Housing","264,140","1985","1","4","11,769,984","26,426,808.9",,,,"144.6","245","153.3","250.8","3,573.1","13.5","41.871828","-87.627232","POINT (-87.627232 41.871828)"
"2016","172542","Lake Vista Apartments","1430 S. Indiana Ave.","60605","NEAR SOUTH SIDE","Multifamily Housing","334,816","1982","1","100","1,868,370.3","14,809,181.6",,,,"49.8","64","49.6","63.4","1,131","3.4","41.86863212","-87.62730687","POINT (-87.62730687 41.86863212)"
"2016","254527","Strand Apartments","6321 S Cottage Grove Ave","60637","WOODLAWN","Multifamily Housing","87,275","2015","1","99","1,118,859.6","2,215,647",,,,"38.2","66.9","40.3","69.5","323.9","3.7","41.78040086","-87.60270024","POINT (-87.60270024 41.78040086)"
"2016","235438","Thorndale Beach North Condominium Association","5901 N Sheridan Rd","60660","EDGEWATER","Multifamily Housing","242,688","1950","1","86","8,555,463.8",,,,,"35.3","110.7","36.8","115.6","1,577","6.5","41.98934226","-87.65478392","POINT (-87.65478392 41.98934226)"
"2016","156856","Presence Stone Professional Office Building","2800-2812 N Sheridan Rd","60657","LAKE VIEW","Medical Office","96,180","1991","1","48","4,629,343.6","5,485,500.1",,,,"105.2","211","111.7","215.5","1,144.6","11.9","41.93320344","-87.63984213","POINT (-87.63984213 41.93320344)"
"2016","172145","Mount Carmel High School","6410-28 south dante avenue","60637-3896","WOODLAWN","K-12 School","150,110","1924","4","59","3,739,657.8","11,137,906.4",,,,"99.1","156.1","110","167.6","1,283","8.5","41.7777989","-87.59017946","POINT (-87.59017946 41.7777989)"
"2016","175887","444 W. St.James Place","444 W. St. James Pl.","60614","LINCOLN PARK","Multifamily Housing","112,662","1930","1","76","2,736,379.6","3,141,817.1",,,,"52.2","105.5","53.2","106.6","671.2","6","41.92201051","-87.65461957","POINT (-87.65461957 41.92201051)"
"2016","103036","SEELEY BUILDING","4424 4432 N SEELEY AVE","60202","LINCOLN SQUARE","Multifamily Housing","58,000","1927","1","99","130,492.9","2,630,696.6",,,,"47.6","54.7","52.7","60.2","163.9","2.8","41.97208235","-87.70234945","POINT (-87.70234945 41.97208235)"
"2016","252320","Newberry Park Apartments","1355 South Blue Island","60608","NEAR WEST SIDE","Multifamily Housing","93,000","1994","3","55","2,368,893.3","5,876,568.2",,,,"88.7","146.3","94.3","152.3","748.8","8.1","41.86418499","-87.65572916","POINT (-87.65572916 41.86418499)"
"2016","133242","Royalton Towers","1444 N Orleans St","60610","NEAR NORTH SIDE","Multifamily Housing","94,728","2002","1","100","1,235,225.9","2,775,843.3",,,,"42.3","71.7","44.5","72.4","375.1","4","41.9037528","-87.63558845","POINT (-87.63558845 41.9037528)"
"2016","127778","Ridge Place Apartments","7115-7129 N Ridge BLVD","60645","ROGERS PARK","Multifamily Housing","51,524","1960","1",,"652,210.6","2,885,300.1",,,,"68.7","98.5","72.5","101.3","273.5","5.3","42.01182137","-87.68266061","POINT (-87.68266061 42.01182137)"
"2016","160451","50 East Chestnut Condominiums","50 East Chestnut","60611","NEAR NORTH SIDE","Multifamily Housing","138,485","2007","1","1","4,770,655","7,632,721.7",,,,"89.6","166","95.2","170.4","1,284.7","9.3","41.89859885","-87.62618028","POINT (-87.62618028 41.89859885)"
"2016","159896","Regents Park","5020-5050 S Lake Shore Drive","60615","KENWOOD","Multifamily Housing","1,483,727","1972","1","55","31,697,906.5","90,544,498.6",,,,"82.4","131.2","88.6","137.7","10,651.8","7.2","41.80366926","-87.58484454","POINT (-87.58484454 41.80366926)"
"2016","103661","One Magnificent Mile","980 North Michigan Avenue","60611","NEAR NORTH SIDE","Multifamily Housing","1,043,516.8","1983","1","76","48,832,271",,,,,"46.8","146.9","49.2","154.5","9,000.8","8.6","41.90055628","-87.62421483","POINT (-87.62421483 41.90055628)"
"2016","160260","Axis House","441 E. Erie St/444-448 E Ontario St","60611","NEAR NORTH SIDE","Multifamily Housing","571,181","1985","1","1","50,352,897.1","4,751,354.3",,,,"96.5","285.5","101.5","300.3","9,533.5","16.7","41.894233","-87.616621","POINT (-87.616621 41.894233)"
"2016","175885","3158 W Roosevelt - 2017 Resubmit","3158 W. Roosevelt","60612","NORTH LAWNDALE","Multifamily Housing","87,052","1980","1","93","3,288,823",,,,,"37.8","118.6","39.7","124.6","608.1","7","41.88112401","-87.68648584","POINT (-87.68648584 41.88112401)"
"2016","244340","Winston Towers V Condominium Association","7141 N Kedzie","60645","WEST RIDGE","Multifamily Housing","288,000","1972","1","38","6,250,210.8","26,680,223.3",,,,"114.3","165.4","113.7","163.9","2,569.2","8.9","42.01065387","-87.70793294","POINT (-87.70793294 42.01065387)"
"2016","231486","Waterford Condominium","4170 N Marine Drive","60613","UPTOWN","Multifamily Housing","335,787","1973","1","28","15,446,854.2","8,596,951.6",,,,"71.6","171.3","76.2","181.9","3,303.8","9.8","41.95765183","-87.6471076","POINT (-87.6471076 41.95765183)"
"2016","251431","Kanoon Magne-CPS","2233 S Kedzie Ave","60623","SOUTH LAWNDALE","K-12 School","67,900","1980","1","31","3,861,841.5",,,,,"56.9","178.6","60.5","189.8","711.8","10.5","41.85046517","-87.70460889","POINT (-87.70460889 41.85046517)"
"2016","251688","Tanner Eleme-CPS","7350 S EVANS AVE","60619","GREATER GRAND CROSSING","K-12 School","52,920","1963","1","63","971,060.3","3,248,136.5",,,,"79.7","122.1","88.7","131.5","351.5","6.6","41.76066651","-87.60717876","POINT (-87.60717876 41.76066651)"
"2016","159565","(IL542) - The Warick","1501 N State Parkway","60610","NEAR NORTH SIDE","Multifamily Housing","181,766","1974","1","18","7,549,810.9","4,415,185.4",,,,"65.8","155.9","67.1","157.3","1,626.1","8.9","41.90977128","-87.62842476","POINT (-87.62842476 41.90977128)"
"2016","173857","The Wyndham","5230-5244 N. Sheridan","60640","EDGEWATER","Multifamily Housing","200,000","1920","1","70","2,834,867","14,607,777.4",,,,"87.2","121.2","96.4","130.9","1,298.4","6.5","41.97223008","-87.6645957","POINT (-87.6645957 41.97223008)"
"2016","102029","Drexel Grand","5220 S Drexel Avenue","60615","HYDE PARK","Multifamily Housing","53,092","1926","1","61","1,763,202.2","1,032,600",,,,"52.7","124.7","56.1","133.9","379.8","7.2","41.80224043","-87.60332678","POINT (-87.60332678 41.80224043)"
"2016","159311","(ILCH1212) - Park Michigan [external]","1212 S. Michigan Ave.","60605","NEAR SOUTH SIDE","Multifamily Housing","325,968","1982","1","1","18,920,253.1","20,448,077.9",,,,"120.8","248.1","120.8","248.1","4,573.5","14","41.86688247","-87.62463952","POINT (-87.62463952 41.86688247)"
"2016","101527","Sankofa House","4041 W Roosevelt Rd","60624","NORTH LAWNDALE","Multifamily Housing","67,988","2008","1","63","1,591,595.6","3,541,816.8",,,,"75.5","128.2","78.8","129.1","481.5","7.1","41.8808242","-87.72327934","POINT (-87.72327934 41.8808242)"
"2016","254387","The Hensley","707 N Wells","60654","Near North Side","Multifamily Housing","90,344","2016","1","68","2,948,766.4","1,944,680.3",,,,"54.2","125.1","56.7","127.7","648.5","7.2","41.8921691","-87.63413579","POINT (-87.63413579 41.8921691)"
"2016","136887","3594","5050 S Kedzie Ave","60632","GAGE PARK","Retail Store","118,816","1982","1","54","6,065,079.1","6,288,200",,,,"104","215.9","109.2","215.2","1,451.9","12.2","41.80188308","-87.70454381","POINT (-87.70454381 41.80188308)"
"2016","251773","03296-Foster & Harlem","7342 Foster Ave","60656","NORWOOD PARK","Supermarket/Grocery Store","77,255","1978","1","83","9,896,639.1","5,324,600.3",,,,"197","474.6","201.9","476.7","2,107","27.3","41.974474","-87.810635","POINT (-87.810635 41.974474)"
"2016","158287","5999-Westin Chicago River North","320 North Dearborn Ave","60610","NEAR NORTH SIDE","Hotel","437,948","1987","1","52","25,093,663.2","8,382,000.4",,,,"76.4","200","77.8","204.2","5,070.5","11.6","41.907571","-87.630092","POINT (-87.630092 41.907571)"
"2016","103748","NMH Olson Pavilion","710 N Fairbanks Ct","60611","NEAR NORTH SIDE","Laboratory","362,800","1977","1",,"80,649,717",,"71,583,879.8",,,"419.6","935.4","424.7","929.9","19,618.5","54.1","41.89531","-87.620363","POINT (-87.620363 41.89531)"
"2016","175734","Next Gateway, LLC","620 N Lasalle St","60654","NEAR NORTH SIDE","Retail Store","70,000","1994","1","75","2,681,521.5","2,333,636.7",,,,"71.6","155.3","76.1","160","618.2","8.8","41.89305537","-87.63264794","POINT (-87.63264794 41.89305537)"
"2016","251629","Bass Element-CPS","6554 S May St","60621","ENGLEWOOD","K-12 School","85,881","1895","1","23","2,469,704.2","5,428,838.9",,,,"92","156.7","103.1","171","743.6","8.7","41.774895","-87.6532","POINT (-87.6532 41.774895)"
"2016","160454","River North Park","320 West Illinois St.","60654","NEAR NORTH SIDE","Multifamily Housing","461,526","1985","1","34","20,236,418.5","3,885,359.3",,,,"52.3","146.5","55.1","155.3","3,936.4","8.5","41.890778","-87.636431","POINT (-87.636431 41.890778)"
