"OSEBuildingID","DataYear","BuildingName","BuildingType","TaxParcelIdentificationNumber","Address","City","State","ZipCode","Latitude","Longitude","Neighborhood","CouncilDistrictCode","YearBuilt","NumberofFloors","NumberofBuildings","PropertyGFATotal","PropertyGFABuildings","PropertyGFAParking","SelfReportGFATotal","SelfReportGFABuildings","SelfReportParking","ENERGYSTARScore","SiteEUIWN(kBtu/sf)","SiteEUI(kBtu/sf)","SiteEnergyUse(kBtu)","SiteEnergyUseWN(kBtu)","SourceEUIWN(kBtu/sf)","SourceEUI(kBtu/sf)","EPAPropertyType","LargestPropertyUseType","LargestPropertyUseTypeGFA","SecondLargestPropertyUseType","SecondLargestPropertyUseTypeGFA","ThirdLargestPropertyUseType","ThirdLargestPropertyUseTypeGFA","Electricity(kWh)","SteamUse(kBtu)","NaturalGas(therms)","ComplianceStatus","ComplianceIssue","Electricity(kBtu)","NaturalGas(kBtu)","TotalGHGEmissions","GHGEmissionsIntensity","Demolished"
"23242","2018","THE BLAKE APTS (Built Green 3 Star Certified)","Multifamily MR (5-9)","7624700100","5020 CALIFORNIA AVE SW","SEATTLE","WA","98136","47.5568","-122.38644","SOUTHWEST","1","2014","7","1","72,356","72,356","0","92,989","62,989","30,000",,"40.40000153","39.70000076","2,501,686","2,545,779","90.09999847","88.59999847","Multifamily MR (5-9)","Multifamily Housing","62,989","Parking","28,670","NA",,"494,479",,"8,145","Compliant","No Issue","1,687,164","814,523","53","0.73","false"
"23251","2018","SUNSET VISTA APTS","Multifamily LR (1-4)","7625701325","5451 CALIFORNIA AVE SW","SEATTLE","WA","98136","47.55231","-122.38753","SOUTHWEST","1","1969","3","1","24,180","24,180","0","24,180","24,180","0","73","22.70000076","22.70000076","549,390","549,390","63.59999847","63.59999847","Multifamily LR (1-4)","Multifamily Housing","24,180","NA",,"NA",,"161,017",,,"Compliant","No Issue","549,390",,"3.2","0.13","false"
"23253","2018","EXECUTIVE HOUSE","Multifamily LR (1-4)","7625701430","5631 CALIFORNIA AVE SW","SEATTLE","WA","98136","47.55121","-122.38752","SOUTHWEST","1","1980","4","1","23,932","23,932","0","23,932","23,932","0",,"24.89999962","24.39999962","583,810","596,646","69.80000305","68.30000305","Multifamily LR (1-4)","Multifamily Housing","23,932","NA",,"NA",,"171,105",,,"Not Compliant","Default Data","583,810",,"3.4","0.14","false"
"23259","2018","PORT OF SEATTLE- TERMINAL 106 (CAMPUS)","Campus","7666700390","44 S NEVADA ST","SEATTLE","WA","98134","47.56596","-122.34001","GREATER DUWAMISH","1","1967","1","3","576,750","576,750","0","586,847","586,847","0",,"7.699999809","7.699999809","4,576,126","4,576,126","21.39999962","21.39999962","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","533,910","Office","43,640","Vehicle Repair Services","20,480","1,341,186",,,"Compliant","No Issue","4,576,127",,"26.5","0.05","false"
"23265","2018","TERMINAL 102 PORT OF SEATTLE - CAMPUS","Campus","7666701220","1021 SW KLICKITAT WAY","SEATTLE","WA","98134","47.57049","-122.34857","GREATER DUWAMISH","1","1989","2","3","139,557","139,557","0","139,557","139,557","0",,"49.09999847","47.59999847","6,644,340","6,856,966","110.5999985","108.5","Office","Office","138,907","Other","650","NA",,"1,367,775",,"19,775","Compliant","No Issue","4,666,848","1,977,491","131.9","0.94","false"
"23268","2018","HARBOR MARINA BLDGS E & F","NonResidential","7666701250","1131 SW KLICKITAT WAY","SEATTLE","WA","98134","47.56999","-122.34703","GREATER DUWAMISH","1","1997","2","1","60,657","40,657","20,000","60,657","40,657","20,000","61","60.90000153","60.40000153","2,455,852","2,474,307","168.1000061","166.8000031","Office","Office","40,657","Parking",,"NA",,"703,887",,"542","Compliant","No Issue","2,401,661","54,191","16.8","0.41","false"
"23271","2018","PORT OF SEATTLE- TERMINAL 18 (CAMPUS)","Campus","7666701356","2900 11TH AVE SW","SEATTLE","WA","98134","47.57694","-122.34843","GREATER DUWAMISH","1","2001","3","2","51,000","51,000","0","133,704","133,704","0",,"561.5","561.5","75,076,320","75,076,320","1,572.199951","1,572.199951","Mixed Use Property","Vehicle Repair Services","40,661","Office","40,154","Other","27,101","22,003,610",,,"Not Compliant","Account Requires Verification","75,076,317",,"435.4","8.54","false"
"23277","2018","Warehouse Innovations","NonResidential","7666702210","3419 11TH AVE SW","SEATTLE","WA","98134","47.57279","-122.35066","GREATER DUWAMISH","1","1900","1","1","20,200","20,200","0","20,200","20,200","0","83","7","7","141,095","141,095","18.70000076","18.70000076","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","18,700","Office","1,500","NA",,"38,444",,"99","Not Compliant","Default Data","131,170","9,925","1.3","0.06","false"
"23284","2018","JEFFERSON TERRACE","Multifamily HR (10+)","8590400750","800 JEFFERSON ST","SEATTLE","WA","98104","47.60492","-122.32532","EAST","2","1967","17","1","212,938","212,938","0","212,938","212,938","0","99","51.09999847","48.79999924","10,401,278","10,882,509","67.5","65.19999695","Multifamily HR (10+)","Multifamily Housing","199,136","Other/Specialty Hospital","13,802","NA",,"495,182",,"87,117","Not Compliant","Account Requires Verification","1,689,561","8,711,716","471.5","2.21","false"
"23285","2018","TERRACE CREST APT'S","Multifamily LR (1-4)","8590400755","517 9TH AVE","SEATTLE","WA","98104","47.60523","-122.3249","EAST","2","1930","3","1","32,688","29,370","3,318","32,688","29,370","3,318","70","55.29999924","52.79999924","1,549,427","1,623,346","83","80.40000153","Multifamily LR (1-4)","Multifamily Housing","29,370","Parking","3,318","NA",,"122,844",,"11,303","Compliant","No Issue","419,145","1,130,282","62.3","2.12","false"
"23286","2018","BAY RIDGE COURT","Multifamily LR (1-4)","8590400790","805 CHERRY ST","SEATTLE","WA","98104","47.60538","-122.3257","EAST","3","1948","3","1","50,145","46,445","0","50,145","46,445","3,700","38","78.59999847","75.09999847","3,489,724","3,652,466","111.5","107.8000031","Multifamily LR (1-4)","Multifamily Housing","46,445","Parking","3,700","NA",,"224,755",,"27,229","Compliant","No Issue","766,864","2,722,860","148.8","3.2","false"
"23287","2018","Skyline at First Hill","Multifamily HR (10+)","8590400825","725 9TH AVE","SEATTLE","WA","98104","47.60668","-122.32619","EAST","3","2008","26","2","629,615","455,459","174,156","619,261","445,105","174,156","24","42.59999847","42.29999924","26,627,494","26,849,536","94.40000153","94","Multifamily HR (10+)","Multifamily Housing","629,615","Parking","121,056","Senior Living Community","102,921","5,228,984",,"87,862","Compliant","No Issue","17,841,293","8,786,200","569.1","1.25","false"
"23288","2018","CLARWOOD APARTMENTS","Multifamily LR (1-4)","8590400865","805 MARION ST","SEATTLE","WA","98104","47.60733","-122.32727","EAST","3","1920","4","1","24,900","24,900","0","24,900","24,900","0","61","86.59999847","83.09999847","2,070,335","2,156,513","112.3000031","108.6999969","Multifamily LR (1-4)","Multifamily Housing","24,900","NA",,"NA",,"89,263",,"17,658","Not Compliant","Account Requires Verification","304,564","1,765,771","95.4","3.83","false"
"23289","2018","ENVOY APARTMENTS","Multifamily LR (1-4)","8590400870","821 9TH AVE","SEATTLE","WA","98104","47.60746","-122.32699","EAST","3","1929","4","1","25,380","25,380","0","25,380","25,380","0","79","74.69999695","70.30000305","1,784,855","1,895,824","96.19999695","91.59999847","Multifamily LR (1-4)","Multifamily Housing","25,380","NA",,"NA",,"75,445",,"15,274","Compliant","No Issue","257,419","1,527,436","82.4","3.25","false"
"23290","2018","Frederic Ozanam House/ WESTLAKE II","Multifamily MR (5-9)","8590400890","801 9TH AVE","SEATTLE","WA","98104","47.60707","-122.32651","EAST","3","2009","6","1","32,489","27,397","5,092","25,438","20,346","5,092","20","97.80000305","96.90000153","1,972,128","1,989,221","224.8999939","222.6000061","Multifamily MR (5-9)","Multifamily Housing","20,346","Parking","5,092","NA",,"411,588",,"5,678","Not Compliant","Account Requires Verification","1,404,339","567,789","38.2","1.4","false"
"23292","2018","M STREET APTS, RETAIL, & OFFICE","Multifamily HR (10+)","8590400905","910 8TH AVE","SEATTLE","WA","98104","47.60766","-122.32801","EAST","7","2006","17","1","332,781","237,425","95,356","237,425","237,425","0","2","82.5","81","14,022,871","14,284,382","198.3000031","195.3000031","Multifamily HR (10+)","Multifamily Housing","173,204","NA",,"NA",,"3,198,819",,"31,085","Compliant","No Issue","10,914,370","3,108,500","228.1","0.96","false"
"23293","2018","MADISON APTS- FIRE/WILL BE DEMO'D","Multifamily LR (1-4)","8590400910","823 MADISON ST","SEATTLE","WA","98104","47.60815","-122.32745","EAST","7","1902","4","1","54,770","54,770","0","39,360","39,360","0","49","99.80000305","94.30000305","3,712,567","3,928,850","143.8999939","138.1000061","Multifamily LR (1-4)","Multifamily Housing","39,360","NA",,"NA",,"257,490",,"28,340","Not Compliant","Account Requires Verification","878,557","2,834,010","155.3","2.84","true"
"23295","2018","WESTMINSTER APARTMENTS","Multifamily LR (1-4)","8590400931","903 9TH AVE","SEATTLE","WA","98104","47.60771","-122.32717","EAST","7","1906","4","1","33,872","31,979","1,893","27,993","26,100","1,893","100","13.39999962","13.30000019","348,341","349,003","33.79999924","33.79999924","Multifamily LR (1-4)","Multifamily Housing","26,100","Parking","1,893","NA",,"86,474",,"533","Not Compliant","Account Requires Verification","295,049","53,292","4.5","0.14","false"
"23297","2018","ST JAMES CATHEDRAL & RECTORY","NonResidential","8590900085","804 9TH AVE","SEATTLE","WA","98104","47.60769","-122.32585","EAST","3","1904","1","1","44,086","44,086","0","44,091","44,091","0","32","83.80000305","80.80000305","3,561,360","3,695,846","142","138.1000061","Residence Hall/Dormitory","Residence Hall/Dormitory","44,091","NA",,"NA",,"345,917","1,864,747","5,163","Compliant","No Issue","1,180,267","516,346","185.3","4.2","false"
"23299","2018","PIGOTT BUILDING","NonResidential","8590900135","710 9TH AVE","SEATTLE","WA","98104","47.60663","-122.32526","EAST","3","1970","7","1","54,372","33,548","20,824","69,372","54,372","15,000","86","27.20000076","26.70000076","1,450,542","1,478,843","76.19999695","74.69999695","Office","Office","54,372","Parking","15,000","NA",,"425,129",,,"Compliant","No Issue","1,450,542",,"8.4","0.25","false"
"23300","2018","CHERRY TERRACE","Multifamily LR (1-4)","8590900145","915 CHERRY ST","SEATTLE","WA","98104","47.60629","-122.32444","EAST","3","1956","3","1","24,039","24,039","0","24,039","24,039","0","88","35.5","34.40000153","827,286","853,379","99.40000153","96.40000153","Multifamily LR (1-4)","Multifamily Housing","24,039","NA",,"NA",,"242,464",,,"Compliant","No Issue","827,286",,"4.8","0.2","false"
"23301","2018","HARBORVIEW APTS","Multifamily MR (5-9)","8590900160","600 9TH AVE","SEATTLE","WA","98104","47.60583","-122.32469","EAST","3","1960","7","1","45,564","45,564","0","45,564","45,564","0","72","68.30000305","65.09999847","2,967,566","3,110,612","94.09999847","90.80000305","Multifamily MR (5-9)","Multifamily Housing","45,564","NA",,"NA",,"170,776",,"23,849","Compliant","No Issue","582,689","2,384,877","129.8","2.85","false"
"23304","2018","HILLTOP HOUSE","Multifamily HR (10+)","8590900410","1005 TERRACE ST","SEATTLE","WA","98104","47.60445","-122.32171","EAST","2","1967","11","1","92,183","92,183","0","92,183","92,183","0",,"61.20000076","58.90000153","5,428,018","5,637,642","109.4000015","106.6999969","Multifamily HR (10+)","Multifamily Housing","92,183","NA",,"NA",,"616,174","3,004,244","3,214","Compliant","No Issue","2,102,384","321,389","272.6","2.96","false"
"23305","2018","THE ENGLEWOOD APTS","Multifamily LR (1-4)","8590900450","420 TERRY AVE","SEATTLE","WA","98104","47.60522","-122.32274","EAST","2","1925","4","1","25,316","25,316","0","25,316","25,316","0",,"56.5","54.59999847","1,381,185","1,431,159","94.90000153","92.5","Multifamily LR (1-4)","Multifamily Housing","25,316","NA",,"NA",,"149,103",,"8,724","Compliant","No Issue","508,740","872,445","49.2","1.94","false"
"23306","2018","THE MONTICELLO APTS","Multifamily LR (1-4)","8590900455","415 BOREN AVE","SEATTLE","WA","98104","47.6051","-122.32149","EAST","2","1957","3","1","51,098","51,098","0","55,958","51,098","4,860","93","32.29999924","31.5","1,609,786","1,649,789","90.40000153","88.19999695","Multifamily LR (1-4)","Multifamily Housing","51,098","Parking",,"NA",,"471,801",,,"Compliant","No Issue","1,609,786",,"9.3","0.18","false"
"23307","2018","PORTICO APTS","Multifamily MR (5-9)","8590900485","404 TERRY AVE","SEATTLE","WA","98104","47.60486","-122.32224","EAST","2","1999","6","1","57,042","42,952","0","57,042","42,952","14,090","95","25.39999962","25.39999962","1,089,646","1,089,646","71","71","Multifamily MR (5-9)","Multifamily Housing","42,952","Parking","14,090","NA",,"319,357",,,"Compliant","No Issue","1,089,646",,"6.3","0.15","false"
"23310","2018","FRYE ART MUSEUM","NonResidential","8590900585","704 TERRY AVE","SEATTLE","WA","98104","47.60709","-122.32416","EAST","3","1951","1","1","47,699","47,699","0","47,000","47,000","0",,"252.8999939","250.3999939","11,767,116","11,887,550","447","443.8999939","Museum","Museum","47,000","Parking",,"NA",,"1,234,105","7,448,944","1,074","Compliant","No Issue","4,210,766","107,406","633.5","13.28","false"
"23311","2018","FIRST HILL MEDICAL PAVILION (HART FIRST HILL LLC)","NonResidential","8590900646","1124 COLUMBIA ST","SEATTLE","WA","98104","47.60862","-122.32372","EAST","3","1975","0","1","383,914","227,569","156,345","378,158","251,120","127,038","62","120.9000015","120.0999985","27,594,452","27,781,434","235.3999939","235.6999969","Medical Office","Medical Office","229,711","Parking","135,954","Laboratory","68,941","3,842,408","14,484,154",,"Compliant","No Issue","13,110,296",,"1,249.3","5.49","false"
"23319","2018","KELLEHER HOUSE CONDOMINIUM","Multifamily HR (10+)","3801000000","1120 SPRING ST","SEATTLE","WA","98104","47.61056","-122.32525","EAST","3","1982","17","1","76,855","76,855","0","64,046","64,046","0","19","44.20000076","42.59999847","2,726,345","2,829,970","123.6999969","119.1999969","Multifamily HR (10+)","Multifamily Housing","64,046","NA",,"NA",,"799,046",,,"Compliant","No Issue","2,726,345",,"15.8","0.21","false"
"23320","2018","CENTURYLINK: PARKWAY CO","NonResidential","3812400023","6315 RAINIER AVE S","SEATTLE","WA","98118","47.54563","-122.27616","SOUTHEAST","2","1921","2","1","41,022","41,022","0","41,022","41,022","0",,"93.5","93.5","3,835,574","3,835,574","261.7999878","261.7999878","Other","Other","41,022","NA",,"NA",,"1,124,142",,,"Compliant","No Issue","3,835,573",,"22.2","0.54","false"
"23322","2018","Park 3025","Multifamily LR (1-4)","3821700041","3025 NE 137TH ST","SEATTLE","WA","98125","47.72742","-122.29525","NORTH","5","1982","4","1","93,087","93,087","0","110,512","93,087","17,425","94","22.79999924","22.20000076","2,070,892","2,126,386","59.79999924","58.40000153","Multifamily LR (1-4)","Multifamily Housing","93,087","Parking","17,425","NA",,"546,064",,"2,077","Compliant","No Issue","1,863,170","207,722","21.8","0.23","false"
"23323","2018","Andante Seattle","Multifamily LR (1-4)","3821700080","3031 NE 137TH ST","SEATTLE","WA","98125","47.72741","-122.29477","NORTH","5","1965","3","1","86,835","86,835","0","98,005","86,835","11,170","46","36.70000076","35.70000076","1,884,728","1,933,457","102.5999985","100.0999985","Multifamily LR (1-4)","Multifamily Housing","52,742","Parking","3,240","NA",,"552,350",,"1","Compliant","No Issue","1,884,616","111","10.9","0.13","false"
"23327","2018","CLOCKTOWER APTS - 140 UNITS","Multifamily LR (1-4)","3821700111","13725 32ND AVE NE","SEATTLE","WA","98125","47.72898","-122.2941","NORTH","5","1990","4","3","128,649","113,994","0","128,649","113,994","14,655","62","32.09999847","31.60000038","3,601,424","3,657,514","89.80000305","88.5","Multifamily LR (1-4)","Multifamily Housing","113,994","Parking","14,655","NA",,"1,055,517",,,"Compliant","No Issue","3,601,424",,"20.9","0.18","false"
"23331","2018","GATEWAY PLAZA OFFICE BLDG","NonResidential","3821700140","13751 LAKE CITY WAY NE","SEATTLE","WA","98125","47.72986","-122.29278","NORTH","5","1985","3","1","33,580","20,590","12,990","33,580","20,590","12,990","98","21.20000076","20","412,325","437,211","59.5","56.09999847","Office","Office","20,590","Parking","12,990","NA",,"120,846",,,"Not Compliant","Account Requires Verification","412,325",,"2.4","0.12","false"
"23335","2018","VICTORIA PARK SENIOR APARTMENTS","Multifamily MR (5-9)","3834000540","13716 LAKE CITY WAY NE","SEATTLE","WA","98125","47.72892","-122.29183","NORTH","5","2010","7","1","165,914","124,773","41,141","165,914","124,773","41,141","100","28.70000076","28.5","3,553,888","3,576,510","65","64.90000153","Multifamily MR (5-9)","Multifamily Housing","117,271","Parking","41,141","Retail Store","7,502","730,351",,"10,619","Compliant","No Issue","2,491,957","1,061,931","70.7","0.57","false"
"23338","2018","Lake City Commons","Multifamily LR (1-4)","3834500015","12745 30TH AVE NE","SEATTLE","WA","98125","47.72241","-122.29669","NORTH","5","2001","4","1","21,388","17,208","4,180","21,388","17,208","4,180",,"27.79999924","27.29999924","468,925","479,038","77.90000153","76.30000305","Multifamily LR (1-4)","Multifamily Housing","16,386","Parking","4,180","Retail Store","822","137,434",,,"Compliant","No Issue","468,925",,"2.7","0.16","false"
"23340","2018","KING ARTHUR'S COURT APARTMENTS","Multifamily MR (5-9)","3834500070","12728 28TH AVE NE","SEATTLE","WA","98125","47.72186","-122.29733","NORTH","5","2000","6","1","103,554","72,828","0","80,250","80,250","0","95","25.10000038","24.70000076","1,985,403","2,010,889","70.19999695","69.30000305","Multifamily MR (5-9)","Multifamily Housing","80,250","NA",,"NA",,"581,888",,,"Compliant","No Issue","1,985,403",,"11.5","0.16","false"
"23342","2018","DAILY RACING FORM/WAREHOUSE","NonResidential","3834500415","12547 26TH AVE NE","SEATTLE","WA","98125","47.72051","-122.30103","NORTH","5","1977","1","1","21,936","21,936","0","21,936","21,936","0","98","5.300000191","5.099999905","112,870","117,148","11.5","11.19999981","Non-Refrigerated Warehouse","Non-Refrigerated Warehouse","21,936","NA",,"NA",,"21,207",,"405","Compliant","No Issue","72,360","40,510","2.6","0.12","false"
"23343","2018","CENTURYLINK: LAKE CITY GARAGE","NonResidential","3834500515","12550 26TH AVE NE","SEATTLE","WA","98125","47.72083","-122.29979","NORTH","5","1969","1","1","30,160","30,160","0","30,139","30,139","0",,"37.29999924","34.90000153","1,052,512","1,125,620","51.79999924","49","Other","Other","30,139","NA",,"NA",,"62,093",,"8,406","Compliant","No Issue","211,862","840,650","45.8","1.52","false"
"23355","2018","GRAHAM VIEW","Multifamily LR (1-4)","7625703280","6040 CALIFORNIA AVE SW","SEATTLE","WA","98136","47.54731","-122.38656","SOUTHWEST","1","1992","4","1","29,357","29,357","0","37,018","29,357","7,661","95","21.5","21.5","632,630","632,630","60.29999924","60.29999924","Multifamily LR (1-4)","Multifamily Housing","24,406","Office","4,951","Parking","4,254","185,413",,,"Compliant","No Issue","632,630",,"3.7","0.12","false"
"23360","2018","VIEW ON CALIFORNIA","Multifamily LR (1-4)","7625703365","6041 CALIFORNIA AVE SW","SEATTLE","WA","98136","47.54732","-122.38753","SOUTHWEST","1","1991","4","1","28,645","25,003","3,642","32,287","28,645","3,642","95","22.60000038","22.20000076","636,451","646,425","63.20000076","62.20000076","Multifamily LR (1-4)","Multifamily Housing","24,665","Parking","3,642","NA",,"186,533",,,"Not Compliant","Portfolio Manager Not Connected to the City of Seattle","636,451",,"3.7","0.15","false"
"23364","2018","IVY COURT","Multifamily LR (1-4)","7625704460","6523 CALIFORNIA AVE SW","SEATTLE","WA","98136","47.54411","-122.38762","SOUTHWEST","1","1991","4","1","34,544","33,521","1,023","34,544","33,521","1,023",,"26.89999962","26.10000038","797,541","821,383","68.69999695","67.09999847","Multifamily LR (1-4)","Multifamily Housing","24,813","Retail Store","5,690","Parking","1,023","202,464",,"1,067","Compliant","No Issue","690,807","106,734","9.7","0.29","false"
"23365","2018","MARNAE APTS","Multifamily LR (1-4)","7625704470","6533 CALIFORNIA AVE SW","SEATTLE","WA","98136","47.54365","-122.38766","SOUTHWEST","1","1960","3","1","22,195","22,195","0","22,195","22,195","0","79","27.20000076","26.39999962","586,646","604,004","76.19999695","74","Multifamily LR (1-4)","Multifamily Housing","22,195","NA",,"NA",,"171,936",,,"Compliant","No Issue","586,646",,"3.4","0.15","false"
"23367","2018","SEABIRD CONDOMINIUM","Multifamily MR (5-9)","7628300000","1301 HARBOR AVE SW","SEATTLE","WA","98116","47.5923","-122.38322","SOUTHWEST","1","1976","5","1","72,155","72,155","0","90,194","72,155","18,039","67","30","29","2,093,384","2,163,901","67.90000153","66","Multifamily MR (5-9)","Multifamily Housing","72,155","Parking","18,039","NA",,"429,246",,"6,288","Compliant","No Issue","1,464,586","628,797","41.8","0.58","false"
"23368","2018","SEABOARD BUILDING CONDOMINIUM","NonResidential","7628750000","1500 4TH AVE","SEATTLE","WA","98101","47.61056","-122.33661","DOWNTOWN","7","1909","11","1","111,137","111,137","0","99,048","99,048","0",,"99.80000305","99.30000305","9,834,141","9,888,294","199.1000061","199.1999969","Mixed Use Property","Office","42,939","Multifamily Housing","40,878","Bank Branch","10,887","1,574,622",,"44,615","Compliant","No Issue","5,372,610","4,461,532","267.6","2.41","false"
"23372","2018","CUMBERLAND APARTMENTS","Multifamily LR (1-4)","7647500000","5941 CALIFORNIA AVE SW","SEATTLE","WA","98136","47.54914","-122.38758","SOUTHWEST","1","1989","3","1","30,080","22,632","0","30,080","30,080","0","82","23.79999924","23.20000076","697,424","716,068","66.69999695","64.90000153","Multifamily LR (1-4)","Multifamily Housing","30,080","NA",,"NA",,"204,403",,,"Compliant","No Issue","697,424",,"4","0.18","false"
"23373","2018","SEATTLE HEIGHTS CONDOMINIUM","Multifamily HR (10+)","7656900000","2600 2ND AVE","SEATTLE","WA","98121","47.61633","-122.34894","DOWNTOWN","7","1993","25","1","260,685","255,205","5,480","410,873","316,967","93,906",,"36.09999847","35.29999924","11,177,693","11,427,238","82.09999847","80.80000305","Multifamily HR (10+)","Multifamily Housing","305,179","Parking","93,906","Office","4,412","2,323,933",,"32,484","Compliant","No Issue","7,929,259","3,248,434","218.2","0.85","false"
"23377","2018","APARTMENTS","Multifamily LR (1-4)","7660100105","1340 12TH AVE S","SEATTLE","WA","98144","47.59018","-122.31687","GREATER DUWAMISH","2","1963","4","1","20,467","20,467","0","20,467","20,467","0","93","19","18.60000038","380,254","389,018","53.20000076","52","Multifamily LR (1-4)","Multifamily Housing","20,467","NA",,"NA",,"111,446",,,"Compliant","No Issue","380,254",,"2.2","0.11","false"
"23396","2018","4500 W MARGINAL WAY SW","NonResidential","7666703680","4500 W MARGINAL WAY SW","SEATTLE","WA","98106","47.56319","-122.35067","GREATER DUWAMISH","1","1997","1","1","40,189","40,189","0","259,081","37,460","221,621",,"20.89999962","20.39999962","765,775","784,720","44.70000076","44.20000076","Other - Utility","Other - Utility","28,347","Office","9,113","Parking",,"142,728",,"2,788","Compliant","No Issue","486,987","278,788","17.6","0.44","false"
"23397","2018","FRASER BOILER SERVICE","NonResidential","7666703920","3601 W MARGINAL WAY SW","SEATTLE","WA","98106","47.57058","-122.35626","DELRIDGE NEIGHBORHOODS","1","1966","2","1","28,109","28,109","0","28,109","28,109","0",,"70.90000153","70.90000153","1,992,168","1,992,168","194.1000061","194.1000061","Other","Other","28,109","NA",,"NA",,"563,228",,"704","Compliant","No Issue","1,921,734","70,434","14.9","0.53","false"
"23400","2018","FRYE COMMERCE CENTER","NonResidential","7666704005","2414 SW ANDOVER ST","SEATTLE","WA","98106","47.56877","-122.36369","DELRIDGE NEIGHBORHOODS","1","1988","2","1","27,000","27,000","0","76,334","76,334","0","68","47.79999924","46.5","3,550,495","3,651,126","102.8000031","101.5","Office","Office","49,334","Non-Refrigerated Warehouse","18,000","Retail Store","9,000","672,793",,"12,549","Compliant","No Issue","2,295,570","1,254,925","79.8","2.96","false"
"23408","2018","VIRGINIA MASON- BARONESS HOTEL","NonResidential","8590901030","1005 SPRING ST","SEATTLE","WA","98104","47.60958","-122.32646","EAST","3","1928","6","1","35,770","35,770","0","35,770","35,770","0","71","74.69999695","71.30000305","2,549,106","2,670,714","106.9000015","103.3000031","Hotel","Hotel","35,770","NA",,"NA",,"170,611",,"19,670","Compliant","No Issue","582,126","1,966,980","107.6","3.01","false"
"23409","2018","CHASSELTON APTS","Multifamily MR (5-9)","8590901035","1017 BOREN AVE","SEATTLE","WA","98104","47.60973","-122.32594","EAST","3","1925","5","1","51,900","51,900","0","51,900","51,900","0",,"58.5","55.20000076","2,862,470","3,036,828","76.59999847","73.09999847","Multifamily MR (5-9)","Multifamily Housing","51,900","NA",,"NA",,"131,698",,"24,131","Compliant","No Issue","449,354","2,413,116","130.5","2.51","false"
"23410","2018","VIRGINIA MASON- INN AT VIRGINIA MASON","NonResidential","8590901105","1006 SPRING ST","SEATTLE","WA","98104","47.60981","-122.32687","EAST","3","1928","9","1","48,006","48,006","0","54,331","54,331","0","82","72.40000153","73.09999847","3,507,044","3,475,430","131.1000061","132.8999939","Hotel","Hotel","48,006","NA",,"NA",,"451,950",,"19,650","Compliant","No Issue","1,542,055","1,964,989","113.1","2.36","false"
"23416","2018","VIET WAH SUPERMARKET AND SAIGON BISTRO RESTAURANT - demolished","NonResidential","8591900145","1032 S JACKSON ST","SEATTLE","WA","98104","47.59949","-122.31851","DOWNTOWN","2","1960","2","1","29,631","29,631","0","34,000","34,000","0",,"126.8000031","124.1999969","4,222,738","4,311,270","257.1000061","254.3999939","Mixed Use Property","Supermarket/Grocery Store","16,000","Office","13,000","Restaurant","5,000","706,107",,"18,135","Compliant","No Issue","2,409,238","1,813,501","110.1","3.72","false"
"23418","2018","ENG SUEY SUN PLAZA- DEMOLISHED DUE TO FIRE","NonResidential","8592900065","815 S WELLER ST","SEATTLE","WA","98104","47.59727","-122.32196","DOWNTOWN","2","1989","2","1","23,472","23,472","0","22,705","22,705","0",,"59.09999847","58.09999847","1,318,731","1,342,534","125.4000015","125.5999985","Office","Office","20,695","Other","1,065","Retail Store","945","245,748",,"4,802","Compliant","No Issue","838,492","480,239","30.3","1.29","true"
"23419","2018","CSC Engineering (A)","Nonresidential COS","8592900285","714 S CHARLES ST","SEATTLE","WA","98134","47.5956","-122.32292","GREATER DUWAMISH","1","1973","2","1","21,315","21,315","0","20,424","20,424","0","41","164.1999969","155.8999939","3,183,848","3,352,792","249.8999939","241.1999969","Office","Office","20,424","NA",,"NA",,"265,215",,"22,789","Compliant","No Issue","904,914","2,278,934","126","5.91","false"
"23420","2018","1300 ALKI CONDOMINIUM","Multifamily MR (5-9)","8600050000","1300 ALKI AVE SW","SEATTLE","WA","98116","47.59296","-122.39038","SOUTHWEST","1","1996","5","1","23,821","23,821","0","23,821","23,821","0",,"43.40000153","42.29999924","1,006,543","1,033,959","73.30000305","72.09999847","Multifamily MR (5-9)","Multifamily Housing","23,821","NA",,"NA",,"110,638",,"6,290","Compliant","No Issue","377,499","629,044","35.5","1.49","false"
"23421","2018","1300 UNIVERSITY CONDOMINIUM","Multifamily HR (10+)","8600300000","1300 UNIVERSITY ST","SEATTLE","WA","98101","47.61273","-122.32481","EAST","3","1980","11","1","53,290","53,290","0","81,474","53,290","28,184","95","30.29999924","29.39999962","1,565,485","1,615,015","84.90000153","82.30000305","Multifamily HR (10+)","Multifamily Housing","53,290","Parking","28,184","NA",,"458,817",,,"Compliant","No Issue","1,565,485",,"9.1","0.17","false"
"23430","2018","3100 FAIRVIEW CONDOMINIUM","Multifamily LR (1-4)","8602900000","3100 FAIRVIEW AVE E","SEATTLE","WA","98102","47.64934","-122.32396","LAKE UNION","3","1991","4","1","32,040","32,040","0","32,040","32,040","0","41","45.09999847","44.5","1,424,809","1,445,757","95.19999695","94.5","Multifamily LR (1-4)","Multifamily Housing","32,040","NA",,"NA",,"256,510",,"5,496","Compliant","No Issue","875,211","549,598","34.2","1.07","false"
