"OSEBuildingID","DataYear","BuildingName","BuildingType","TaxParcelIdentificationNumber","Address","City","State","ZipCode","Latitude","Longitude","Neighborhood","CouncilDistrictCode","YearBuilt","NumberofFloors","NumberofBuildings","PropertyGFATotal","PropertyGFABuildings","PropertyGFAParking","SelfReportGFATotal","SelfReportGFABuildings","SelfReportParking","ENERGYSTARScore","SiteEUIWN(kBtu/sf)","SiteEUI(kBtu/sf)","SiteEnergyUse(kBtu)","SiteEnergyUseWN(kBtu)","SourceEUIWN(kBtu/sf)","SourceEUI(kBtu/sf)","EPAPropertyType","LargestPropertyUseType","LargestPropertyUseTypeGFA","SecondLargestPropertyUseType","SecondLargestPropertyUseTypeGFA","ThirdLargestPropertyUseType","ThirdLargestPropertyUseTypeGFA","Electricity(kWh)","SteamUse(kBtu)","NaturalGas(therms)","ComplianceStatus","ComplianceIssue","Electricity(kBtu)","NaturalGas(kBtu)","TotalGHGEmissions","GHGEmissionsIntensity","Demolished"
"23432","2018","CARROLL TERRACE","Multifamily LR (1-4)","3876900155","600 5TH AVE W","SEATTLE","WA","98119","47.62484","-122.3629","MAGNOLIA / QUEEN ANNE","7","1985","4","1","22,716","22,716","0","21,450","21,450","0","29","38.5","37.20000076","829,619","857,735","107.6999969","104.1999969","Multifamily LR (1-4)","Multifamily Housing","22,298","NA",,"NA",,"243,148",,,"Compliant","No Issue","829,619",,"4.8","0.21","false"
"23433","2018","PARKWING APTS","Multifamily LR (1-4)","3876900165","620 5TH AVE W","SEATTLE","WA","98119","47.62526","-122.3629","MAGNOLIA / QUEEN ANNE","7","1967","4","1","43,477","36,292","7,185","42,477","39,477","3,000","75","53.59999847","52","1,732,082","1,783,518","112.4000015","109.3000031","Multifamily LR (1-4)","Multifamily Housing","33,292","Parking","7,185","Swimming Pool",,"305,044",,"6,913","Compliant","No Issue","1,040,812","691,271","42.7","1.18","false"
"23435","2018","WESTROY APTS","Multifamily MR (5-9)","3876900185","421 W ROY ST","SEATTLE","WA","98119","47.62563","-122.36297","MAGNOLIA / QUEEN ANNE","7","1930","5","1","31,040","25,845","5,195","25,845","25,845","0","96","26.10000038","25","646,143","674,013","72.90000153","69.90000153","Multifamily MR (5-9)","Multifamily Housing","25,845","NA",,"NA",,"188,891",,"16","Compliant","No Issue","644,495","1,648","3.8","0.15","false"
"23437","2018","MERCER CREST APT","Multifamily LR (1-4)","3876900230","500 W MERCER ST","SEATTLE","WA","98119","47.62479","-122.36364","MAGNOLIA / QUEEN ANNE","7","1957","4","1","23,636","23,636","0","23,636","23,636","0","94","25.89999962","25.29999924","597,325","612,376","72.5","70.80000305","Multifamily LR (1-4)","Multifamily Housing","23,636","NA",,"NA",,"175,066",,,"Compliant","No Issue","597,325",,"3.5","0.15","false"
"23438","2018","KINNEAR PARK CONDOMINIUM","Multifamily LR (1-4)","3877600000","500 W ROY ST","SEATTLE","WA","98119","47.62616","-122.36357","MAGNOLIA / QUEEN ANNE","7","1982","4","1","109,864","87,864","22,000","109,864","87,864","22,000","96","23","22.29999924","1,956,715","2,017,990","64.30000305","62.40000153","Multifamily LR (1-4)","Multifamily Housing","87,864","Parking","22,000","Electric Vehicle Charging Station",,"573,480",,,"Compliant","No Issue","1,956,715",,"11.3","0.13","false"
"23439","2018","KINNEAR PLAZA CONDOMINIUM","Multifamily LR (1-4)","3877700000","505 W ROY ST","SEATTLE","WA","98119","47.62563","-122.36358","MAGNOLIA / QUEEN ANNE","7","1982","4","1","25,357","25,357","0","25,357","25,357","0",,"23","22.39999962","568,659","582,068","59","57.79999924","Multifamily LR (1-4)","Multifamily Housing","25,357","NA",,"NA",,"145,341",,"728","Compliant","No Issue","495,903","72,756","6.7","0.27","false"
"23440","2018","KINNEAR VISTA CONDOMINIUM","Multifamily LR (1-4)","3877900000","1001 2ND AVE W","SEATTLE","WA","98119","47.62796","-122.3597","MAGNOLIA / QUEEN ANNE","7","1975","4","1","24,084","24,084","0","28,884","24,084","4,800",,"56.20000076","53.79999924","1,295,702","1,354,713","104","100.0999985","Multifamily LR (1-4)","Multifamily Housing","24,084","Parking","4,800","NA",,"175,905",,"6,955","Compliant","No Issue","600,186","695,516","40.3","1.68","false"
"23447","2018","VAL ANNE APTS 48 UNIT","Multifamily LR (1-4)","3879900165","800 QUEEN ANNE AVE N","SEATTLE","WA","98109","47.62651","-122.35632","MAGNOLIA / QUEEN ANNE","7","1958","4","1","36,732","36,732","0","34,018","34,018","0","96","23.29999924","22.60000038","767,874","791,773","65.19999695","63.20000076","Multifamily LR (1-4)","Multifamily Housing","34,018","NA",,"NA",,"225,051",,,"Compliant","No Issue","767,874",,"4.5","0.12","false"
"23449","2018","900 QUEEN ANNE APARTMENTS","Multifamily LR (1-4)","3879900235","900 QUEEN ANNE AVE N","SEATTLE","WA","98109","47.62749","-122.35648","MAGNOLIA / QUEEN ANNE","7","1929","4","1","41,137","35,178","0","41,137","35,178","5,959","86","43","40.90000153","1,702,389","1,790,660","57.40000153","55","Multifamily LR (1-4)","Multifamily Housing","41,669","Parking","5,959","NA",,"84,455",,"14,142","Compliant","No Issue","288,162","1,414,227","76.6","2.18","false"
"23450","2018","MONTANITA APTS","Multifamily LR (1-4)","3879900285","1012 QUEEN ANNE AVE N","SEATTLE","WA","98109","47.62847","-122.35645","MAGNOLIA / QUEEN ANNE","7","1913","3","1","21,234","21,234","0","21,234","21,234","0","84","39.20000076","38.40000153","816,271","832,589","73.40000153","71.19999695","Multifamily LR (1-4)","Multifamily Housing","21,234","NA",,"NA",,"109,665",,"4,421","Compliant","No Issue","374,178","442,093","25.6","1.21","false"
"23451","2018","FAIRVIEW APTS","Multifamily MR (5-9)","3879900295","1000 QUEEN ANNE AVE N","SEATTLE","WA","98109","47.62828","-122.35635","MAGNOLIA / QUEEN ANNE","7","1962","5","1","29,454","25,671","3,783","29,454","25,671","3,783","96","23.60000038","22.79999924","586,577","604,712","66","64","Multifamily MR (5-9)","Multifamily Housing","25,671","Parking","3,783","NA",,"171,916",,,"Compliant","No Issue","586,577",,"3.4","0.13","false"
"23452","2018","THE TIKI","Multifamily LR (1-4)","3879900305","1015 QUEEN ANNE AVE N","SEATTLE","WA","98109","47.62855","-122.35713","MAGNOLIA / QUEEN ANNE","7","1962","4","1","25,596","25,596","0","25,596","25,596","0","92","23.79999924","23.10000038","592,101","610,102","66.69999695","64.80000305","Multifamily LR (1-4)","Multifamily Housing","25,596","NA",,"NA",,"173,535",,,"Compliant","No Issue","592,101",,"3.4","0.13","false"
"23453","2018","EDGECLIFF APTS","Multifamily LR (1-4)","3879900325","929 QUEEN ANNE AVE N","SEATTLE","WA","98109","47.62801","-122.35701","MAGNOLIA / QUEEN ANNE","7","1948","3","1","23,120","23,120","0","23,120","23,120","0","81","50.29999924","48.20000076","1,114,079","1,163,391","68.90000153","66.59999847","Multifamily LR (1-4)","Multifamily Housing","23,120","NA",,"NA",,"62,016",,"9,025","Compliant","No Issue","211,600","902,479","49.1","2.12","false"
"23454","2018","JEM-WEY APARTMENTS","Multifamily MR (5-9)","3879900340","915 QUEEN ANNE AVE N","SEATTLE","WA","98109","47.62762","-122.35707","MAGNOLIA / QUEEN ANNE","7","1958","6","1","39,212","39,212","0","39,212","39,212","0","91","33.40000153","32.09999847","1,257,330","1,310,824","93.59999847","89.80000305","Multifamily MR (5-9)","Multifamily Housing","39,212","NA",,"NA",,"368,502",,,"Not Compliant","Account Requires Verification","1,257,330",,"7.3","0.19","false"
"23457","2018","CENTURY TERRACE","Multifamily LR (1-4)","3879900375","1000 1ST AVE W","SEATTLE","WA","98119","47.628","-122.35769","MAGNOLIA / QUEEN ANNE","7","1960","4","1","22,093","22,093","0","22,093","22,093","0","90","23.10000038","22.39999962","494,732","510,242","64.69999695","62.70000076","Multifamily LR (1-4)","Multifamily Housing","22,093","Parking","800","NA",,"144,998",,,"Compliant","No Issue","494,732",,"2.9","0.13","false"
"23458","2018","BUNGALOW APTS & REST/RETAIL","Multifamily LR (1-4)","3879900435","615 QUEEN ANNE AVE N","SEATTLE","WA","98109","47.62522","-122.35707","MAGNOLIA / QUEEN ANNE","7","1906","2","1","22,113","22,113","0","22,113","22,113","0","27","54.20000076","54.20000076","336,993","336,993","151.8999939","151.8999939","Retail Store","Retail Store","6,213","Multifamily Housing",,"NA",,"98,767",,,"Compliant","No Issue","336,993",,"2","0.09","false"
"23459","2018","18 WEST MERCER BUILDING","NonResidential","3879900465","18 W MERCER ST","SEATTLE","WA","98119","47.62481","-122.35762","MAGNOLIA / QUEEN ANNE","7","1984","4","1","57,110","41,298","15,812","52,850","43,144","9,706","71","48.5","47.70000076","1,760,773","1,789,319","119.5999985","118.8000031","Office","Office","36,929","Parking","15,921","NA",,"425,039",,"3,105","Compliant","No Issue","1,450,234","310,539","24.9","0.6","false"
"23462","2018","DEL ROY APARTMENTS","Multifamily LR (1-4)","3879900500","25 W ROY ST","SEATTLE","WA","98119","47.62561","-122.35763","MAGNOLIA / QUEEN ANNE","7","1914","4","1","40,370","40,370","0","23,187","23,187","0",,"24.79999924","24.10000038","972,689","1,001,531","69.5","67.5","Multifamily LR (1-4)","Multifamily Housing","40,370","NA",,"NA",,"285,079",,,"Compliant","No Issue","972,688",,"5.6","0.14","false"
"23465","2018","CHANDLER HALL APTS","Multifamily LR (1-4)","3879900590","119 ROY ST","SEATTLE","WA","98109","47.62526","-122.35471","MAGNOLIA / QUEEN ANNE","7","1924","4","1","57,984","57,984","0","57,984","57,984","0","65","74.5","71","3,431,110","3,600,013","98.19999695","94.5","Multifamily LR (1-4)","Multifamily Housing","48,320","NA",,"NA",,"161,642",,"28,796","Compliant","No Issue","551,521","2,879,589","155.8","2.69","false"
"23466","2018","THE QUEENSBOROUGH","Multifamily MR (5-9)","3879900620","101 W OLYMPIC PL","SEATTLE","WA","98119","47.62657","-122.3584","MAGNOLIA / QUEEN ANNE","7","1950","8","1","129,860","83,306","46,554","129,860","83,306","46,554","95","74.40000153","70.40000153","5,868,592","6,198,499","105.6999969","101.5999985","Multifamily MR (5-9)","Multifamily Housing","83,306","Parking","46,554","NA",,"384,841",,"45,555","Compliant","No Issue","1,313,077","4,555,516","249.1","2.99","false"
"23484","2018","BEACON VIEW APARTMENT BLDG A","Multifamily LR (1-4)","7660600235","1701 12TH AVE S","SEATTLE","WA","98144","47.588","-122.3177","GREATER DUWAMISH","2","1968","4","2","35,796","35,796","0","34,636","34,636","0","64","33.29999924","32.40000153","2,241,024","2,308,680","93.30000305","90.59999847","Multifamily LR (1-4)","Multifamily Housing","69,272","Parking",,"NA",,"656,806",,,"Compliant","No Issue","2,241,024",,"13","0.36","false"
"23495","2018","3030 LAKE CITY (Building B, C, D, E)","Multifamily LR (1-4)","7663700330","3101 NE 145TH ST","SEATTLE","WA","98155","47.73357","-122.29501","NORTH","5","1975","3","4","72,671","72,671","0","76,543","58,831","17,712","59","36.79999924","35.79999924","2,105,850","2,165,484","100","97.19999695","Multifamily LR (1-4)","Multifamily Housing","58,831","Parking","2,112","NA",,"587,469",,"1,014","Compliant","No Issue","2,004,444","101,406","17","0.23","false"
"23496","2018","MORRISON MANOR APTS 24 UNITS","Multifamily LR (1-4)","7663700331","14355 32ND AVE NE","SEATTLE","WA","98125","47.7336","-122.29434","NORTH","5","1967","2","1","22,382","22,382","0","22,382","22,382","0","77","30.79999924","30.10000038","673,768","690,195","86.30000305","84.30000305","Multifamily LR (1-4)","Multifamily Housing","22,382","NA",,"NA",,"197,470",,,"Compliant","No Issue","673,768",,"3.9","0.17","false"
"23499","2018","3030 LAKE CITY (Building A)","Multifamily LR (1-4)","7663700369","3030 NE 143RD ST","SEATTLE","WA","98125","47.73225","-122.29494","NORTH","5","1977","3","1","27,639","27,639","0","27,639","27,639","0","81","26.10000038","26.10000038","620,096","620,096","73.19999695","73.19999695","Multifamily LR (1-4)","Multifamily Housing","23,726","NA",,"NA",,"181,740",,,"Compliant","No Issue","620,096",,"3.6","0.13","false"
"23501","2018","Jackson Park House & Village","Multifamily LR (1-4)","7663700390","14378 30TH AVE NE","SEATTLE","WA","98125","47.73316","-122.29595","NORTH","5","1970","2","1","101,613","101,613","0","101,613","101,613","0","100","24.39999962","23.60000038","2,395,051","2,477,368","59.79999924","57.70000076","Multifamily LR (1-4)","Multifamily Housing","101,613","NA",,"NA",,"560,243",,"4,835","Not Compliant","Account Requires Verification","1,911,550","483,502","36.7","0.36","false"
"23502","2018","MIRRORWOOD APTS","Multifamily LR (1-4)","7663700410","14371 30TH AVE NE","SEATTLE","WA","98125","47.73351","-122.29679","NORTH","5","1986","3","1","30,942","30,942","0","30,942","30,942","0","60","32.29999924","31.5","973,634","999,041","90.40000153","88.09999847","Multifamily LR (1-4)","Multifamily Housing","30,942","NA",,"NA",,"285,356",,,"Compliant","No Issue","973,634",,"5.6","0.18","false"
"23503","2018","SALTYS RESTAURANT","NonResidential","7666706590","1936 HARBOR AVE SW","SEATTLE","WA","98126","47.58654","-122.37644","SOUTHWEST","1","1902","2","1","20,398","20,398","0","20,398","20,398","0",,"457.7000122","454.7999878","9,277,030","9,335,772","776.7000122","775.4000244","Restaurant","Restaurant","19,232","Office","1,166","NA",,"1,017,396",,"58,057","Compliant","No Issue","3,471,355","5,805,676","327.8","16.07","false"
"23504","2018","SECOND USE","NonResidential","7674800055","3223 6TH AVE S","SEATTLE","WA","98134","47.57468","-122.32681","GREATER DUWAMISH","1","1952","1","1","41,308","41,308","0","41,308","41,308","0","8","38","36.90000153","1,525,389","1,569,686","88.69999695","87.5","Distribution Center","Distribution Center","41,308","NA",,"NA",,"337,314",,"3,745","Compliant","No Issue","1,150,915","374,474","26.5","0.64","false"
"23508","2018","SEAVIEW CONDOMINIUM","Multifamily LR (1-4)","7677290000","519 W ROY ST","SEATTLE","WA","98119","47.62586","-122.36388","MAGNOLIA / QUEEN ANNE","7","1930","3","1","36,751","36,751","0","36,751","36,751","0",,"84.90000153","81","2,978,114","3,118,327","109.0999985","105","Multifamily LR (1-4)","Multifamily Housing","36,751","NA",,"NA",,"122,845",,"25,590","Compliant","No Issue","419,146","2,558,968","138.1","3.76","false"
"23510","2018","SEAVIEW TERRACE CONDOMINIUM","Multifamily LR (1-4)","7680600000","7019 47TH AVE SW","SEATTLE","WA","98136","47.53979","-122.39409","SOUTHWEST","1","1978","4","1","39,888","39,888","0","39,888","39,888","0","44","61.70000076","59.5","2,374,994","2,460,574","102.4000015","99","Multifamily LR (1-4)","Multifamily Housing","39,888","NA",,"NA",,"243,398",,"15,445","Compliant","No Issue","830,472","1,544,522","86.7","2.17","false"
"23515","2018","SEDONA COURT CONDOMINIUM","Multifamily LR (1-4)","7683940000","12034 15TH AVE NE","SEATTLE","WA","98125","47.71677","-122.31219","NORTH","5","2000","3","1","30,833","30,833","0","30,833","30,833","0",,"23.29999924","22.79999924","704,168","716,986","65.09999847","63.90000153","Multifamily LR (1-4)","Multifamily Housing","30,833","NA",,"NA",,"206,380",,,"Compliant","No Issue","704,168",,"4.1","0.13","false"
"23516","2018","SELANO CONDOMINIUM","Multifamily MR (5-9)","7690400000","133 QUEEN ANNE AVE N","SEATTLE","WA","98109","47.61963","-122.357","MAGNOLIA / QUEEN ANNE","7","2001","6","1","28,453","28,453","0","23,499","23,499","0",,"30","29.89999962","851,386","852,779","83.5","83.40000153","Multifamily MR (5-9)","Multifamily Housing","26,122","Parking","15,000","Medical Office","2,317","247,592",,"66","Not Compliant","Account Requires Verification","844,785","6,601","5.2","0.18","false"
"23517","2018","SENTINEL THE CONDOMINIUM","Multifamily MR (5-9)","7693700000","320 MELROSE AVE E","SEATTLE","WA","98102","47.6214","-122.32765","EAST","3","1966","7","1","28,291","28,291","0","28,291","28,291","0","92","26.60000038","26.20000076","741,646","752,374","74.5","73.40000153","Multifamily MR (5-9)","Multifamily Housing","28,291","NA",,"NA",,"217,364",,,"Compliant","No Issue","741,646",,"4.3","0.15","false"
"23518","2018","SERANA CONDOMINIUMS","Multifamily LR (1-4)","7695400000","621 5TH AVE N","SEATTLE","WA","98109","47.62514","-122.34784","MAGNOLIA / QUEEN ANNE","7","1999","4","1","34,459","34,459","0","34,459","34,459","0","75","24.5","24.20000076","832,816","844,387","68.59999847","67.69999695","Multifamily LR (1-4)","Multifamily Housing","34,459","NA",,"NA",,"244,084",,,"Compliant","No Issue","832,816",,"4.8","0.14","false"
"23519","2018","SERRANO ON CALIFORNIA CONDOMINIUM","Multifamily MR (5-9)","7697400000","4847 CALIFORNIA AVE SW","SEATTLE","WA","98116","47.55765","-122.38724","SOUTHWEST","1","2002","6","1","40,025","40,025","0","40,000","40,000","0","88","35.5","34.90000153","1,396,255","1,420,024","77.19999695","76.59999847","Multifamily MR (5-9)","Multifamily Housing","40,025","NA",,"NA",,"267,612",,"4,832","Compliant","No Issue","913,093","483,162","30.9","0.77","false"
"23521","2018","714 BELLEVUE AVE E CONDOMINIUM","Multifamily MR (5-9)","7697980000","714 BELLEVUE AVE E","SEATTLE","WA","98102","47.62551","-122.32633","EAST","3","1981","8","1","25,012","25,012","0","34,804","25,012","9,792",,"30.29999924","29.5","736,878","758,417","84.90000153","82.5","Multifamily MR (5-9)","Multifamily Housing","25,012","Parking","9,792","NA",,"215,967",,,"Compliant","No Issue","736,878",,"4.3","0.17","false"
"23522","2018","SEVEN HIGHLAND DRIVE CONDOMINIUM","Multifamily MR (5-9)","7698100000","7 HIGHLAND DR","SEATTLE","WA","98109","47.62933","-122.35628","MAGNOLIA / QUEEN ANNE","7","1968","7","1","35,750","30,709","5,041","35,750","35,750","0","100","36.70000076","35.59999847","1,274,297","1,311,777","74.30000305","71.80000305","Multifamily MR (5-9)","Multifamily Housing","35,750","NA",,"NA",,"205,560",,"5,729","Compliant","No Issue","701,369","572,928","34.4","1.12","false"
"23523","2018","700 CROCKETT PLACE CONDOMINIUM","Multifamily MR (5-9)","7698120000","700 CROCKETT ST","SEATTLE","WA","98109","47.63781","-122.34421","MAGNOLIA / QUEEN ANNE","7","1984","5","1","34,726","34,726","0","34,726","34,726","0","82","24.79999924","24.39999962","846,301","861,793","69.5","68.19999695","Multifamily MR (5-9)","Multifamily Housing","34,726","NA",,"NA",,"248,036",,,"Compliant","No Issue","846,301",,"4.9","0.14","false"
"23530","2018","Capitol Hill Townhomes","Multifamily LR (1-4)","7698400000","1718 16TH AVE","SEATTLE","WA","98122","47.61701","-122.31171","EAST","3","1980","3","1","49,106","49,106","0","49,106","49,106","0","53","24.5","23.70000076","1,162,817","1,205,169","68.69999695","66.30000305","Multifamily LR (1-4)","Multifamily Housing","49,106","NA",,"NA",,"340,802",,,"Compliant","No Issue","1,162,817",,"6.7","0.14","false"
"23531","2018","SEVENTEEN07","Multifamily LR (1-4)","7698410000","1707 BOYLSTON AVE","SEATTLE","WA","98122","47.61656","-122.32379","EAST","3","1965","3","1","24,754","24,754","0","22,000","22,000","0","81","26.79999924","26","643,483","662,521","74.90000153","72.80000305","Multifamily LR (1-4)","Multifamily Housing","24,754","NA",,"NA",,"188,594",,,"Not Compliant","Portfolio Manager Not Connected to the City of Seattle","643,483",,"3.7","0.15","false"
